X,Y,id,
-12965770.2656324,5414737.67896753,"0"
-12964770.2656324,5414737.67896753,"1"
-12963770.2656324,5414737.67896753,"2"
-12962770.2656324,5414737.67896753,"3"
-12961770.2656324,5414737.67896753,"4"
-12960770.2656324,5414737.67896753,"5"
-12959770.2656324,5414737.67896753,"6"
-12958770.2656324,5414737.67896753,"7"
-12957770.2656324,5414737.67896753,"8"
-12956770.2656324,5414737.67896753,"9"
-12955770.2656324,5414737.67896753,"10"
-12954770.2656324,5414737.67896753,"11"
-12953770.2656324,5414737.67896753,"12"
-12952770.2656324,5414737.67896753,"13"
-12951770.2656324,5414737.67896753,"14"
-12950770.2656324,5414737.67896753,"15"
-12965770.2656324,5413737.67896753,"16"
-12964770.2656324,5413737.67896753,"17"
-12963770.2656324,5413737.67896753,"18"
-12962770.2656324,5413737.67896753,"19"
-12961770.2656324,5413737.67896753,"20"
-12960770.2656324,5413737.67896753,"21"
-12959770.2656324,5413737.67896753,"22"
-12958770.2656324,5413737.67896753,"23"
-12957770.2656324,5413737.67896753,"24"
-12956770.2656324,5413737.67896753,"25"
-12955770.2656324,5413737.67896753,"26"
-12954770.2656324,5413737.67896753,"27"
-12953770.2656324,5413737.67896753,"28"
-12952770.2656324,5413737.67896753,"29"
-12951770.2656324,5413737.67896753,"30"
-12950770.2656324,5413737.67896753,"31"
-12965770.2656324,5412737.67896753,"32"
-12964770.2656324,5412737.67896753,"33"
-12963770.2656324,5412737.67896753,"34"
-12962770.2656324,5412737.67896753,"35"
-12961770.2656324,5412737.67896753,"36"
-12960770.2656324,5412737.67896753,"37"
-12959770.2656324,5412737.67896753,"38"
-12958770.2656324,5412737.67896753,"39"
-12957770.2656324,5412737.67896753,"40"
-12956770.2656324,5412737.67896753,"41"
-12955770.2656324,5412737.67896753,"42"
-12954770.2656324,5412737.67896753,"43"
-12953770.2656324,5412737.67896753,"44"
-12952770.2656324,5412737.67896753,"45"
-12951770.2656324,5412737.67896753,"46"
-12950770.2656324,5412737.67896753,"47"
-12965770.2656324,5411737.67896753,"48"
-12964770.2656324,5411737.67896753,"49"
-12963770.2656324,5411737.67896753,"50"
-12962770.2656324,5411737.67896753,"51"
-12961770.2656324,5411737.67896753,"52"
-12960770.2656324,5411737.67896753,"53"
-12959770.2656324,5411737.67896753,"54"
-12958770.2656324,5411737.67896753,"55"
-12957770.2656324,5411737.67896753,"56"
-12956770.2656324,5411737.67896753,"57"
-12955770.2656324,5411737.67896753,"58"
-12954770.2656324,5411737.67896753,"59"
-12953770.2656324,5411737.67896753,"60"
-12952770.2656324,5411737.67896753,"61"
-12951770.2656324,5411737.67896753,"62"
-12950770.2656324,5411737.67896753,"63"
-12965770.2656324,5410737.67896753,"64"
-12964770.2656324,5410737.67896753,"65"
-12963770.2656324,5410737.67896753,"66"
-12962770.2656324,5410737.67896753,"67"
-12961770.2656324,5410737.67896753,"68"
-12960770.2656324,5410737.67896753,"69"
-12959770.2656324,5410737.67896753,"70"
-12958770.2656324,5410737.67896753,"71"
-12957770.2656324,5410737.67896753,"72"
-12956770.2656324,5410737.67896753,"73"
-12955770.2656324,5410737.67896753,"74"
-12954770.2656324,5410737.67896753,"75"
-12953770.2656324,5410737.67896753,"76"
-12952770.2656324,5410737.67896753,"77"
-12951770.2656324,5410737.67896753,"78"
-12950770.2656324,5410737.67896753,"79"
-12965770.2656324,5409737.67896753,"80"
-12964770.2656324,5409737.67896753,"81"
-12963770.2656324,5409737.67896753,"82"
-12962770.2656324,5409737.67896753,"83"
-12961770.2656324,5409737.67896753,"84"
-12960770.2656324,5409737.67896753,"85"
-12959770.2656324,5409737.67896753,"86"
-12958770.2656324,5409737.67896753,"87"
-12957770.2656324,5409737.67896753,"88"
-12956770.2656324,5409737.67896753,"89"
-12955770.2656324,5409737.67896753,"90"
-12954770.2656324,5409737.67896753,"91"
-12953770.2656324,5409737.67896753,"92"
-12952770.2656324,5409737.67896753,"93"
-12951770.2656324,5409737.67896753,"94"
-12950770.2656324,5409737.67896753,"95"
-12965770.2656324,5408737.67896753,"96"
-12964770.2656324,5408737.67896753,"97"
-12963770.2656324,5408737.67896753,"98"
-12962770.2656324,5408737.67896753,"99"
