Y,X,id,Unnamed: 3,0,1
3557653.19979785,-10649521.8887171,0,,-95.66628281199964,30.420009457999964
3557653.19979785,-10648521.8887171,1,,-95.65729965915844,30.420009457999964
3557653.19979785,-10647521.8887171,2,,-95.64831650631724,30.420009457999964
3557653.19979785,-10646521.8887171,3,,-95.63933335347605,30.420009457999964
3557653.19979785,-10645521.8887171,4,,-95.63035020063487,30.420009457999964
3557653.19979785,-10644521.8887171,5,,-95.62136704779367,30.420009457999964
3557653.19979785,-10643521.8887171,6,,-95.61238389495247,30.420009457999964
3557653.19979785,-10642521.8887171,7,,-95.60340074211128,30.420009457999964
3557653.19979785,-10641521.8887171,8,,-95.59441758927008,30.420009457999964
3557653.19979785,-10640521.8887171,9,,-95.58543443642887,30.420009457999964
3557653.19979785,-10639521.8887171,10,,-95.57645128358769,30.420009457999964
3557653.19979785,-10638521.8887171,11,,-95.56746813074649,30.420009457999964
3557653.19979785,-10637521.8887171,12,,-95.5584849779053,30.420009457999964
3557653.19979785,-10636521.8887171,13,,-95.5495018250641,30.420009457999964
3557653.19979785,-10635521.8887171,14,,-95.5405186722229,30.420009457999964
3557653.19979785,-10634521.8887171,15,,-95.53153551938172,30.420009457999964
3557653.19979785,-10633521.8887171,16,,-95.52255236654052,30.420009457999964
3557653.19979785,-10632521.8887171,17,,-95.51356921369933,30.420009457999964
3557653.19979785,-10631521.8887171,18,,-95.50458606085813,30.420009457999964
3557653.19979785,-10630521.8887171,19,,-95.49560290801693,30.420009457999964
3557653.19979785,-10629521.8887171,20,,-95.48661975517572,30.420009457999964
3557653.19979785,-10628521.8887171,21,,-95.47763660233454,30.420009457999964
3557653.19979785,-10627521.8887171,22,,-95.46865344949335,30.420009457999964
3557653.19979785,-10626521.8887171,23,,-95.45967029665215,30.420009457999964
3557653.19979785,-10625521.8887171,24,,-95.45068714381095,30.420009457999964
3557653.19979785,-10624521.8887171,25,,-95.44170399096976,30.420009457999964
3557653.19979785,-10623521.8887171,26,,-95.43272083812856,30.420009457999964
3557653.19979785,-10622521.8887171,27,,-95.42373768528738,30.420009457999964
3557653.19979785,-10621521.8887171,28,,-95.41475453244618,30.420009457999964
3557653.19979785,-10620521.8887171,29,,-95.40577137960499,30.420009457999964
3557653.19979785,-10619521.8887171,30,,-95.39678822676377,30.420009457999964
3556653.19979785,-10649521.8887171,31,,-95.66628281199964,30.412262646414156
3556653.19979785,-10648521.8887171,32,,-95.65729965915844,30.412262646414156
3556653.19979785,-10647521.8887171,33,,-95.64831650631724,30.412262646414156
3556653.19979785,-10646521.8887171,34,,-95.63933335347605,30.412262646414156
3556653.19979785,-10645521.8887171,35,,-95.63035020063487,30.412262646414156
3556653.19979785,-10644521.8887171,36,,-95.62136704779367,30.412262646414156
3556653.19979785,-10643521.8887171,37,,-95.61238389495247,30.412262646414156
3556653.19979785,-10642521.8887171,38,,-95.60340074211128,30.412262646414156
3556653.19979785,-10641521.8887171,39,,-95.59441758927008,30.412262646414156
3556653.19979785,-10640521.8887171,40,,-95.58543443642887,30.412262646414156
3556653.19979785,-10639521.8887171,41,,-95.57645128358769,30.412262646414156
3556653.19979785,-10638521.8887171,42,,-95.56746813074649,30.412262646414156
3556653.19979785,-10637521.8887171,43,,-95.5584849779053,30.412262646414156
3556653.19979785,-10636521.8887171,44,,-95.5495018250641,30.412262646414156
3556653.19979785,-10635521.8887171,45,,-95.5405186722229,30.412262646414156
3556653.19979785,-10634521.8887171,46,,-95.53153551938172,30.412262646414156
3556653.19979785,-10633521.8887171,47,,-95.52255236654052,30.412262646414156
3556653.19979785,-10632521.8887171,48,,-95.51356921369933,30.412262646414156
3556653.19979785,-10631521.8887171,49,,-95.50458606085813,30.412262646414156
3556653.19979785,-10630521.8887171,50,,-95.49560290801693,30.412262646414156
3556653.19979785,-10629521.8887171,51,,-95.48661975517572,30.412262646414156
3556653.19979785,-10628521.8887171,52,,-95.47763660233454,30.412262646414156
3556653.19979785,-10627521.8887171,53,,-95.46865344949335,30.412262646414156
3556653.19979785,-10626521.8887171,54,,-95.45967029665215,30.412262646414156
3556653.19979785,-10625521.8887171,55,,-95.45068714381095,30.412262646414156
3556653.19979785,-10624521.8887171,56,,-95.44170399096976,30.412262646414156
3556653.19979785,-10623521.8887171,57,,-95.43272083812856,30.412262646414156
