X,Y,id,Unnamed: 3,0,1
-12965770.2656324,5414737.67896753,0,,-116.47349600000011,43.67144599999996
-12964770.2656324,5414737.67896753,1,,-116.46451284715891,43.67144599999996
-12963770.2656324,5414737.67896753,2,,-116.45552969431772,43.67144599999996
-12962770.2656324,5414737.67896753,3,,-116.44654654147652,43.67144599999996
-12961770.2656324,5414737.67896753,4,,-116.43756338863535,43.67144599999996
-12960770.2656324,5414737.67896753,5,,-116.42858023579416,43.67144599999996
-12959770.2656324,5414737.67896753,6,,-116.41959708295296,43.67144599999996
-12958770.2656324,5414737.67896753,7,,-116.41061393011177,43.67144599999996
-12957770.2656324,5414737.67896753,8,,-116.40163077727057,43.67144599999996
-12956770.2656324,5414737.67896753,9,,-116.39264762442936,43.67144599999996
-12955770.2656324,5414737.67896753,10,,-116.38366447158816,43.67144599999996
-12954770.2656324,5414737.67896753,11,,-116.37468131874697,43.67144599999996
-12953770.2656324,5414737.67896753,12,,-116.36569816590577,43.67144599999996
-12952770.2656324,5414737.67896753,13,,-116.35671501306457,43.67144599999996
-12951770.2656324,5414737.67896753,14,,-116.34773186022338,43.67144599999996
-12950770.2656324,5414737.67896753,15,,-116.33874870738221,43.67144599999996
-12965770.2656324,5413737.67896753,16,,-116.47349600000011,43.66494803172731
-12964770.2656324,5413737.67896753,17,,-116.46451284715891,43.66494803172731
-12963770.2656324,5413737.67896753,18,,-116.45552969431772,43.66494803172731
-12962770.2656324,5413737.67896753,19,,-116.44654654147652,43.66494803172731
-12961770.2656324,5413737.67896753,20,,-116.43756338863535,43.66494803172731
-12960770.2656324,5413737.67896753,21,,-116.42858023579416,43.66494803172731
-12959770.2656324,5413737.67896753,22,,-116.41959708295296,43.66494803172731
-12958770.2656324,5413737.67896753,23,,-116.41061393011177,43.66494803172731
-12957770.2656324,5413737.67896753,24,,-116.40163077727057,43.66494803172731
-12956770.2656324,5413737.67896753,25,,-116.39264762442936,43.66494803172731
-12955770.2656324,5413737.67896753,26,,-116.38366447158816,43.66494803172731
-12954770.2656324,5413737.67896753,27,,-116.37468131874697,43.66494803172731
-12953770.2656324,5413737.67896753,28,,-116.36569816590577,43.66494803172731
-12952770.2656324,5413737.67896753,29,,-116.35671501306457,43.66494803172731
