,id,is_claimed,is_closed,review_count,rating,Pickup Available,Delivery Available,Reservation Available,Price Level,number of photos,City,State,Opening Time,Closing Time,Has Messaging
225,oHvIrycm6jsBZhBVFfOLaA,True,False,163,3.0,1,1,0,Low,3,Frisco,TX,0700,2200,0
226,i1zEl3cr3_og02V_UpJrPA,True,False,54,3.5,0,0,0,Low,3,Frisco,TX,1100,2200,0
227,-IyQj3-fwnQwK4yR-F5aCw,False,False,68,4.0,1,1,0,Medium,3,Frisco,TX,1100,2130,0
228,ggum6770Bhf_DUsbuvnPyg,False,False,74,2.0,1,1,0,Low,3,Frisco,TX,1030,2200,0
229,rjaxz6DXmdVJWqwb5NYfGg,True,False,143,2.5,0,0,0,Medium,3,Frisco,TX,1100,0000,0
230,pgCVN3jDsDZ3CF1NtiNzgw,True,False,63,2.0,1,1,0,Low,3,Frisco,TX,1100,2100,0
231,4Q-avUTinF4ahNuc_UDxYA,True,False,36,2.0,0,1,0,Low,3,Frisco,TX,0500,0000,0
232,APcCju8-e4Pi8wqIM2txIg,True,False,6,3.0,1,1,0,Low,3,Frisco,TX,0900,2200,0
233,WQbMbt_WwyUNxzg6QVzsEw,True,False,229,4.5,0,1,0,Medium,3,Frisco,TX,1100,1430,0
234,6iS4Z3ZOx56KsNTId0Xphg,True,False,66,4.0,0,0,0,Medium,3,Frisco,TX,1200,2100,0
235,Gl8f12Czdq8P14rhXYN3-w,False,False,4,4.5,0,1,0,,3,Frisco,TX,,,0
236,-SPSN4lAQbJz8QLt9yZpSA,True,False,13,4.0,1,1,0,,3,Frisco,TX,1100,2100,0
237,DAMzDNLkmrxR-KtiQWKN1A,True,False,3,1.5,1,1,0,,3,Frisco,TX,,,0
238,3t-zZGvSM5w5x5GsegbcpQ,True,False,16,3.0,0,0,0,,3,Frisco,TX,1100,2100,0
239,pdh_lSQmWok-ziY-_zSPEg,True,False,365,3.5,1,1,0,Medium,3,Frisco,TX,1100,2300,0
240,qa4tf-_h-k5dLw0Gy84ecw,True,False,15,4.5,0,0,0,,3,Frisco,TX,0630,1430,0
241,It5tdF9-kQpnxMOaNMsatA,True,False,178,3.5,1,1,0,Medium,3,Frisco,TX,1100,2200,1
242,owBzaC2SInwyRPO3b5OQMg,True,False,100,3.0,0,0,0,,3,Frisco,TX,1045,2200,0
243,IC1A5xLL1OSK1Q7j6jYJeQ,True,False,87,3.0,1,1,0,Low,3,Frisco,TX,0630,1930,0
244,Y8R6dBxCTuUapbaCscnJiQ,True,False,109,3.0,1,1,0,Medium,3,Frisco,TX,1100,2100,0
245,-o0BRJ9KapCBiZkyMWSEvg,True,False,167,3.5,1,1,0,Medium,3,Frisco,TX,1100,2200,0
246,DDs6SgnILpNZ43D8ILk_og,True,False,178,2.5,0,1,0,Medium,3,Frisco,TX,1100,0100,0
247,SxgZPDwoNHmQeqdFA2adaQ,True,False,101,3.5,0,1,0,Medium,3,Frisco,TX,1100,2100,1
248,AiTCz58xj4U5RbSkePlV-g,True,False,36,1.5,0,1,0,Low,3,Frisco,TX,0600,2200,0
249,38BtkjnAB0otMbV0iaU4Ow,True,False,5,4.5,0,0,0,Medium,3,Frisco,TX,0000,0000,0
250,NqlXqmFDK6nY1LXNvzdl0g,True,False,217,2.0,1,1,0,Medium,3,Frisco,TX,1100,2000,0
251,Do4OPvA_2ogF-adBTuwe5Q,True,False,248,1.5,1,1,0,Low,3,Frisco,TX,0000,0000,0
252,X-Q7PtcWTYvGDfOfA-QjjA,True,False,107,3.0,1,1,0,Low,3,Frisco,TX,1100,2100,0
253,1sr6bCaICwbQLGy8k-zFCA,True,False,248,2.0,1,1,0,Low,3,Frisco,TX,0700,2200,0
254,5Is2w0FGIUVekvKuYabHLA,True,False,121,3.0,1,1,0,Low,3,Frisco,TX,1030,2130,0
255,-Y7lHLK6zVzpS74d92wTBQ,True,False,484,4.5,0,1,0,Medium,3,Frisco,TX,0700,1430,0
256,EnKHHf7K0XYPo_8XInzHZg,True,False,101,3.5,1,1,0,,3,Frisco,TX,1100,2200,1
257,92olaKGptfVZlLN75JDLPA,True,False,270,4.5,0,1,0,Medium,3,Frisco,TX,1100,2000,1
258,vxq-VIQENYOVtM1q3Oqhhg,True,False,186,3.5,0,1,0,Medium,3,Frisco,TX,1100,2100,0
259,yarRK_CyQjiA7TlezTHb6Q,True,False,51,3.5,0,0,0,,3,Frisco,TX,1600,0000,0
260,ETA-JSx9f5wjDqWFKoOPIA,True,False,194,3.0,1,0,0,Medium,3,Frisco,TX,1100,2200,1
261,pbAZBIf0UDp3hyDztApznQ,True,False,538,4.0,0,1,0,Medium,3,Frisco,TX,1600,2200,0
262,2_TeolyUZPOZzo6kYrxyng,True,False,300,3.5,1,1,0,Medium,3,Frisco,TX,1100,2230,1
263,hzfzGVfh6PJWHINkzOvDTw,True,False,738,4.0,1,1,0,Medium,3,Frisco,TX,1100,2200,0
264,DVz7Re9iXefYKLByYMj5WA,True,False,342,3.5,1,1,1,Medium,3,Frisco,TX,1100,2100,0
265,kyEoPMpwBVXs01xrNvQPfA,True,False,233,3.5,1,1,0,Medium,3,Frisco,TX,1100,1430,0
266,S3M7oh04sNVO_LU_YKABMA,False,False,2,3.0,1,0,0,,1,Frisco,TX,1900,2130,0
267,M-sJbSejtpJxrd4jgbQjFQ,True,False,57,4.5,0,1,0,Low,3,Frisco,TX,0700,1900,1
268,gcZYvz_9SQUwOpoC6_1q_A,True,False,26,3.0,1,1,0,Medium,3,Frisco,TX,1130,1430,0
269,P4Nk4Kyd4lcLuGuTDavmIQ,True,False,558,3.5,1,1,0,Medium,3,Frisco,TX,1100,2200,0
270,VJFWCA-_YFp6L9ilderheA,True,False,326,3.5,1,1,0,Medium,3,Frisco,TX,1100,2100,0
271,Xiy3ZAXgkZDcbDNQ-hVihA,True,False,308,3.5,0,1,0,Medium,3,Frisco,TX,1130,1430,0
272,GGBzpGEHRW1VbYm2OSSh_A,True,False,76,3.0,1,1,0,Low,3,Frisco,TX,1030,2100,0
273,Q1uNE4_H_Lczy7hMg8WZhA,True,False,301,4.0,0,1,0,Medium,3,Frisco,TX,1700,2200,1
274,ls16f4kuadN-5pohYZJgiA,False,False,5,4.0,0,0,0,,3,Frisco,TX,1300,1900,0
275,saVF1GAai9idAncGgH--Tg,True,False,376,4.0,1,1,0,High,3,Frisco,TX,1100,2100,0
276,7TkYToFcsYjIJ1aYq4tZCw,True,False,191,4.0,0,1,0,Medium,3,Frisco,TX,1030,2100,0
277,QMban7yQ8rFdbH3F7Ej0dA,True,False,1,5.0,0,0,0,,3,Frisco,TX,1000,1500,1
278,DFg_NsqMZnBAfEbF4YQuWA,True,False,229,4.0,1,1,0,Low,3,Frisco,TX,1100,2100,0
279,DRf2aj2CygJkN9TJR0tIUQ,True,False,11,4.5,0,0,0,,3,Frisco ,TX,1100,2000,0
280,A3HeeuhyfPJsM04YPzsY5w,True,False,445,4.0,0,1,0,Low,3,Frisco,TX,0800,2000,0
281,dWLlfnYioMnLS1kNILhrvw,True,False,162,4.0,0,1,0,Low,3,Frisco,TX,0630,1330,0
282,J6-PwOfRohS4gGriZciTVw,True,False,53,4.5,0,1,0,Low,3,Frisco,TX,0800,2100,0
283,-LTRytE898vpXoZI8KoRkw,True,False,427,4.0,1,1,0,Medium,3,Frisco,TX,1100,1500,0
284,zxu9YPbSm-2u5MXhGPxZcQ,False,False,1,4.0,0,0,0,,3,Frisco,TX,0800,1700,0
285,AMrvcVbz1IfBfr6FmqEOtg,True,False,5,3.0,1,1,0,,3,Frisco,TX,0800,1700,1
286,IAh1XtMoJUYgURQeVusZ8Q,True,False,371,3.5,0,1,0,High,3,Frisco,TX,1700,2200,0
287,1ybF8eowFlhMM-CnSal-2A,True,False,7,5.0,0,1,0,,3,Frisco,TX,0800,1630,0
288,O5Eo6wkdzu6CTeUEcwkSYg,True,False,1,4.0,0,0,0,,0,Frisco,TX,0800,1600,1
289,isYi-iSEDl_GjEuW9Wml0g,True,False,285,4.5,1,1,0,Medium,3,Frisco,TX,1130,2100,0
290,de7yjE4hCubxhGJ2etyjhQ,False,False,11,3.0,0,0,0,Low,3,Frisco,TX,,,0
291,DtYMJeVbFgGXroWYUX5P4Q,True,False,1825,4.5,0,1,0,Medium,3,Frisco,TX,1100,2100,0
292,2xZILGaSKG2pSXEK0jQDew,True,False,95,3.0,1,1,0,Medium,3,Frisco,TX,1100,0200,0
293,ZadjbWA7kQi34IdSJfScow,True,False,279,4.0,1,1,0,Medium,3,Frisco,TX,1100,1430,0
294,zTwNymkfEtDL2KrG5F_zKA,True,False,336,3.5,1,1,0,Medium,3,Frisco,TX,1100,2200,0
295,eLSnVgHrQ55ek-tvCyr4-A,False,False,2,5.0,0,0,0,,3,Frisco,TX,1100,2200,0
296,yPe4i13GlCNwIRTtpu26HQ,True,False,29,3.5,1,1,0,,3,Frisco,TX,0600,2000,1
297,ZpHWDSNRxglQ0PN7gZwC5w,True,False,19,2.0,1,1,0,,3,Frisco,TX,,,0
298,dLJ0NeQ4UG6mWyNAncJp7Q,True,False,108,1.5,1,1,0,Low,3,Frisco,TX,1030,2200,0
299,aJJNlseeJcz74jsKi4ToJw,True,False,56,2.5,0,1,0,Low,3,Frisco,TX,0500,0000,0
300,KHzBjElVfG2QCk7sxfF9jg,True,False,14,2.0,1,1,0,Low,3,Frisco,TX,0900,2200,0
301,S5a32egBdTL-ZyF9DnbVQQ,False,False,29,1.5,0,1,0,,3,Frisco,TX,1100,2100,0
302,gWb-EDAWKT1g-ZnTn4AlzA,False,False,3,2.5,0,0,0,,3,Frisco,TX,1100,2100,0
303,izwUMcJu2uTAQjrifb-y_Q,False,False,6,1.0,0,1,0,,3,Frisco,TX,1100,2100,0
304,Q5FMcoOqQMV5vgK1B-2O_g,True,False,90,4.5,1,1,0,Low,3,McKinney,TX,0700,2030,1
305,P6nlT31dF2Lmqg2NmlaBFw,True,False,26,3.0,1,1,0,,3,McKinney,TX,1030,2200,1
306,zOKgw6Fhniw1Sgrb8ZjQoA,True,False,74,3.0,0,0,0,Low,3,McKinney,TX,1030,2200,0
307,eKUphiarXq87lHjyjY9IAg,True,False,41,4.5,0,0,0,,3,Frisco,TX,0700,1330,0
308,MTm90fxhZmoWiIpHYhIinw,True,False,20,3.0,1,1,0,,3,Frisco,TX,1100,2100,0
309,XuLeRR_exu0uMvXh_ndZgQ,True,False,35,4.0,1,1,0,,3,Frisco,TX,,,0
310,Sz0vgWkH095oQ6Z95bKNWA,True,False,266,4.0,1,1,0,Medium,3,Frisco,TX,1100,2100,1
311,XY2R-4zbFaFvou7jvUELDw,True,False,208,4.0,0,1,0,Medium,3,Frisco,TX,1100,2100,1
312,Dl9E_6GJGPyfpts8mF3blQ,True,False,175,4.0,1,1,0,Medium,3,Frisco,TX,1500,2100,0
313,QDkEt8Awu0oU9I6u61ef8g,True,False,108,3.5,0,1,0,,3,Frisco,TX,0630,2200,0
314,MNbE9yisXquR6jZU7g8LHg,True,False,121,3.5,0,1,0,Medium,3,Frisco,TX,1100,1430,1
315,5CEaI_x0Thq2peM2Hg8loA,False,False,3,1.5,1,1,0,,1,Frisco,TX,1100,2300,0
316,TyRw4hi7yGcYvty-JWRPlA,True,False,204,1.5,0,1,0,Low,3,Frisco,TX,0000,0000,0
317,KHAZfWpTLESjsSa4MhrnAA,True,False,36,3.5,1,1,0,,3,Frisco,TX,0700,2100,0
318,uCtRjGhSmzOTsTxTZqi48g,True,False,45,3.5,1,1,0,Low,3,Frisco,TX,1000,2100,0
319,Mttwq_s9mf8luCdBi-DfPg,True,False,67,2.5,0,1,0,Low,3,Frisco,TX,0600,2200,0
320,kAW6buXIunh-Pehq4Hewhg,True,False,21,3.0,0,0,0,Low,3,Frisco,TX,,,0
321,ASiLlqytNkpY-ilT0rPH3A,True,False,1,5.0,0,0,0,,3,Frisco,TX,1000,2100,1
322,cnVsj6X0SCg7gzsm1G3D-Q,True,False,1,5.0,0,0,0,,0,Frisco,TX,0700,1600,0
323,PqxMYBUi_KMvN5PPHe4_GQ,False,False,1034,4.0,0,1,0,Medium,3,Frisco,TX,1100,1400,0
324,W5xgQQBtYJnt75Da8c0ZKg,True,False,716,4.0,1,1,0,Medium,3,Frisco,TX,0800,1430,0
325,SJIyDOjpUT5BSAfqW6D9uw,False,False,37,3.5,0,1,0,Low,3,Frisco,TX,0730,1600,0
326,JHwMwZu4oU9L0gCGHJ4caA,True,False,104,4.5,1,1,0,Low,3,Frisco,TX,0700,1600,0
327,GrTcRGrIPsPZ01wNfFXoTg,True,False,96,4.5,1,1,0,Medium,3,Frisco,TX,1100,2100,0
328,YhDcm4mQbwJowuaj9ZWebA,True,False,77,3.0,1,1,0,Low,3,Frisco,TX,1100,2100,1
329,cP9puqDInVekjyMyZ3S6Ew,True,False,103,3.0,1,1,0,Medium,3,Frisco,TX,1030,2100,0
330,_9OEYhv5CTbczJG9w9romw,False,False,170,3.5,0,1,0,Medium,3,Frisco,TX,1100,2100,0
331,03O8XMlMfBYx8sGx38U90Q,True,False,92,3.5,1,1,0,,3,Frisco,TX,0700,2030,0
332,k8SflrjlIUxSf1UxU3Dyxg,True,False,71,4.0,0,1,0,Low,3,Frisco,TX,0600,2100,1
333,GhZKg8l_CFZzU6y6pcIxUg,True,False,56,3.5,1,1,0,Low,3,Frisco,TX,1100,2100,1
334,RURDenJmFqJO__G9Xg8cYw,True,False,51,1.5,1,1,0,Low,3,Frisco,TX,0600,2300,0
335,9ivZM3H6alDVj7i8FR2_Vw,True,False,53,2.5,0,0,0,Low,3,Frisco,TX,1000,2200,0
336,tdawfJdlfIQC3Ov3s9A9nw,True,False,42,2.5,0,1,0,Medium,3,Frisco,TX,0700,1900,0
337,pip9lYKzDTiY1v3eqm349g,True,False,10,1.5,0,0,0,,3,Frisco,TX,,,0
338,XIrYN0qGn5CrCsMlqCoQDA,True,False,18,2.5,0,0,0,,3,Frisco,TX,,,0
339,u1sW0RUhC0S5lJbb2lgRjA,True,False,9,1.0,0,0,0,,3,Frisco,TX,1100,2200,0
340,tcP5RGVhyLtwzgC1JUuXWw,True,False,1,1.0,0,0,0,,3,Frisco,TX,1130,2130,0
341,7EFw8CZZ1uha_P5jBTrftw,True,False,43,4.5,0,0,0,,3,Frisco,TX,,,0
342,Lz4Zxt6TavWZbnlB1GQz_Q,True,False,8,3.5,0,0,0,,3,Frisco,TX,1200,2200,0
343,XpyrGWMGtmTuucT-5LTy5Q,True,False,537,3.5,1,0,0,Medium,3,Frisco,TX,1100,2200,0
344,NzfzwOMbXstr8KgYtl230w,True,False,184,4.0,1,1,0,Low,3,Frisco,TX,1000,2100,0
345,sytEJOWJJAJw72nRgBwraQ,True,False,23,3.0,0,1,0,Low,3,Frisco,TX,0800,0000,0
346,TXgYoFvA71_HPruOFZnxZw,True,False,36,3.5,1,1,0,Medium,3,Frisco,TX,1600,2100,0
347,_UW1f_GiJomw1OUwXt_u9Q,True,False,57,1.5,1,1,0,Low,3,Frisco,TX,0900,2330,0
348,HcMaNZ_vhF61Fz2lROn91w,True,False,45,2.0,0,1,0,Low,3,Frisco,TX,1000,0100,1
349,48hHHbYYqaNR8w4-SMY8Sg,True,False,15,4.0,0,0,0,,3,Frisco,TX,0630,2100,1
350,t0LQ_T1BTW95-xHpjL8tvw,True,False,93,3.0,1,1,0,Medium,3,Frisco,TX,1100,2200,0
351,E3je_lQpn3Y4v704GM2xFg,True,False,51,2.0,1,1,0,Low,3,Frisco,TX,0600,2300,1
352,adESuLvYNJSht2Bwt4xZyg,True,False,66,2.0,1,1,0,Low,3,Frisco,TX,1030,0000,0
353,-L9dRulgOXC2VXObqr7yPw,True,False,43,4.0,1,1,0,Low,3,Frisco,TX,1000,2100,0
354,icbNjFkK_Knw4C7Rf2hJfw,True,False,45,3.0,1,1,0,Medium,3,Frisco,TX,1100,2100,0
355,-xr9y2UKvI54OxukPu4uIg,True,False,60,1.5,1,1,0,Low,3,Frisco,TX,0930,2200,0
356,Dm3BHOb67UyE8NYED-7ZMQ,False,False,117,4.0,1,1,0,Medium,3,Frisco,TX,1630,2100,0
357,kQcCkh52NtJwReGbNVGV3Q,True,False,29,3.0,1,1,0,,3,Frisco,TX,1100,2300,0
358,2V8rtOukZv28V-2O_UtknA,True,False,166,4.5,1,1,0,Low,3,Frisco,TX,0800,1900,1
359,UJgDfMWYR-HJEphrLcV9ng,True,False,41,2.0,0,1,0,Low,3,Frisco,TX,1100,2200,0
360,lFvJMCTC-bzdsc6U5Qc2Pw,True,False,34,3.5,1,1,0,,3,Mckinney,TX,0700,2100,1
361,gxBSpboX3E4u_SWRUsqyHg,True,False,35,3.0,0,1,0,,3,Frisco,TX,1100,2200,0
362,Gh0FFtOkDpnGdsTyn9YhBA,True,False,3,3.5,1,1,0,,3,Frisco,TX,1600,2100,1
363,WpSUattkohegfbVk2rtGUw,True,False,55,3.5,1,1,0,Medium,3,Frisco,TX,1300,2000,1
364,1Zeu64qc5h6JJAumt0_zxQ,True,False,119,4.0,1,1,0,Medium,3,Frisco,TX,1100,2100,0
365,uZ6mBlUQAfSLhisJLIJmqw,True,False,63,4.5,0,0,0,Low,3,Frisco,TX,0630,1700,1
366,cX4Zv5vEtsmIgHm6r90LgA,True,False,11,2.5,0,0,0,,3,Frisco,TX,1100,2200,0
367,3ZiOvwzcsN3eOm7glVxWpw,True,False,113,4.5,0,1,0,,3,Frisco,TX,1130,2100,1
368,z6fMg9NIF57FDrNNrUmmaQ,True,False,5,4.0,1,1,0,,3,Frisco,TX,1100,2200,1
369,h_lWIGnjyTFUSPsC6dE0sQ,False,False,27,4.0,1,1,0,,3,Frisco,TX,,,0
370,orsc-l0O4p17u0-E41moxg,True,False,22,4.5,0,0,0,,3,Frisco,TX,0800,1800,1
371,pgLGHfb9SzwFE0Hb-VboJw,True,False,11,4.0,1,1,0,,3,Frisco,TX,1100,2000,1
372,bSnPJidAIfQ-eRUOYIZUfQ,True,False,33,4.0,0,1,0,,3,Frisco,TX,1100,2100,1
373,7GYhTL_ZGsl3upw0duHMFQ,True,False,103,4.5,0,1,0,Low,3,Frisco,TX,0600,1800,0
374,AHLLMGWR9MObgzi8BwfmAw,True,False,14,2.0,1,1,0,,3,Frisco,TX,0800,2100,0
375,GYDttSQAaK62Lr5_70G3ng,True,False,66,4.5,1,0,0,,3,Frisco,TX,1130,2130,1
376,-ptKXpBnXnb0_2q6-z3M7A,True,False,140,3.5,1,1,0,Low,3,Frisco,TX,1030,2130,0
377,Wk7bGwKecyYwdh1e9JpIUg,True,False,21,3.0,1,1,0,,3,Frisco,TX,1130,2100,0
378,rdTDtfC1T70Z4lBPP9NoJQ,True,False,97,4.0,1,1,0,Low,3,Frisco,TX,0600,1400,0
379,kwRfq6G1qPBcBk8ZAsCjZw,True,False,40,3.5,0,0,0,Low,3,Frisco,TX,1030,0000,0
380,WHqKxIureuFBmZB5yCi-Mw,True,False,9,4.5,0,0,0,Low,3,Frisco,TX,0900,1900,1
381,P-a683VhuwDfkBQPBJfKng,True,False,5,3.5,1,1,0,,3,Frisco,TX,1100,2100,1
382,e6U99SEwPfwT5FfooMIGhQ,True,False,39,4.0,1,1,0,Low,3,Frisco,TX,1600,2100,1
383,7YhOw6OO1hUYArazkbkIZw,True,False,135,3.0,1,1,0,Medium,3,Frisco,TX,1100,2100,0
384,xvTKsff8RJXJYs-XAFmMNg,True,False,110,2.5,1,1,0,Medium,3,McKinney,TX,1045,2200,0
385,W9-sc1-0TsV7kmkjdlSV5Q,True,False,62,2.0,0,0,0,Medium,3,McKinney,TX,1100,0000,0
386,9s700_ccLe7eWQ0wVcsiLw,True,False,165,2.0,1,1,0,Low,3,Frisco,TX,1045,2200,0
387,ANh7XGDzZU1WnYPaNbe5UQ,True,False,199,3.0,1,1,0,Medium,3,McKinney,TX,1100,2200,0
388,5HabLL3znKQq1oGZ-4H8Nw,True,False,105,3.5,0,1,0,Medium,3,Frisco,TX,1000,2300,0
389,cRBuTJRNeBks6DsHw9Y0HQ,True,False,24,2.5,1,1,0,Low,3,Mckinney,TX,0600,2300,1
390,aXhYVRkgf_5H0-cEFcYXpA,True,False,78,2.5,0,1,0,Low,3,Frisco,TX,0500,0000,0
391,AWzZpYrIlJc62sE-UfWJAA,True,False,73,2.5,0,1,0,Low,3,Mckinney,TX,0600,1500,1
392,ZrgOQ_cxAgigoBMJjmjwvA,True,False,6,3.0,1,1,0,Low,3,Frisco,TX,0900,2200,0
393,OvpiAP80c7DJ7AKTzEfQKw,True,False,40,5.0,1,1,0,,3,McKinney,TX,1100,1500,0
394,skOdw3314w8zgKiHQoLDYg,True,False,67,4.5,1,1,0,Low,3,McKinney,TX,1000,2100,1
395,GjR509PwiyddlhhFYqfz7A,True,False,385,4.0,0,1,0,Low,3,McKinney,TX,1100,2200,1
396,5ARD6r8F8ElBUFQYLYd5TA,True,False,307,3.5,0,1,0,Medium,3,McKinney,TX,1000,0000,0
397,Z6hCGj9443bzA6FWGueQ5w,True,False,15,4.0,0,0,0,Low,3,McKinney,TX,0000,0000,0
398,vwlHCU1nZ36o7DRJiV-aLQ,True,False,85,3.0,0,1,0,Low,3,Mckinney,TX,0000,0000,0
399,yTLCJduGNoCQthPTEF7S-A,True,False,58,2.5,1,1,0,Medium,3,McKinney,TX,1100,2100,0
400,7JDoHq4CVcyX6rUG8umgqA,True,False,58,1.5,0,1,0,Low,3,McKinney,TX,0800,0200,0
401,1M6R5YO87u7qdZLBC7pzTQ,True,False,91,3.5,0,1,0,Low,3,Mckinney,TX,0600,2200,1
402,i0OoO-IfchgdM46gH8poJA,True,False,186,4.5,1,1,0,Low,3,Frisco,TX,1100,2200,1
403,3m1fFOsPlS2cpq1hBCPShA,True,False,872,4.5,0,1,0,Medium,3,Frisco,TX,0700,1430,0
404,eVv3L2EFs1BiC85xb9fjKQ,False,False,90,3.5,1,1,0,Medium,3,Frisco,TX,,,0
405,Q3-03ugxTJQdb1uiiu8OOg,True,False,226,4.0,0,1,0,Medium,3,Frisco,TX,1100,2130,0
406,Oc21t1r_VYI8ua_4vl4yBA,True,False,56,1.5,0,1,0,Low,3,Frisco,TX,0500,0000,0
407,KOdQv5TtIXNju-ZIUpahEA,False,False,14,2.5,0,1,0,,3,Frisco,TX,1000,2300,0
408,OZt4IgydXAJY-mxkdvOchA,True,False,25,2.0,0,1,0,Low,3,Dallas,TX,1000,0000,1
409,pk-llAKgf8b1a9HY1UHszw,True,False,18,2.0,1,1,0,Low,3,Frisco,TX,0800,2100,0
410,rI9NXTUM5cUB6xwMWsqWxQ,True,False,690,4.0,1,0,0,Medium,3,Frisco,TX,1100,2200,0
411,gYvN7itwBu9c1t9dlQVs2Q,True,False,178,4.0,1,1,0,Medium,3,Frisco,TX,1100,2130,0
412,BbYl_rVZDFPQyT6tuNQDBw,True,False,396,4.5,1,1,0,Medium,3,Frisco,TX,0700,1500,0
413,1fo-TvPTzcFeWLGXB3fzTQ,True,False,378,4.0,0,1,0,Medium,3,Frisco,TX,1100,2200,0
414,1sG3OSwCjK-vT_CuLY4wEg,True,False,297,4.0,0,1,0,Medium,3,Frisco,TX,1600,2300,0
415,UQ0ejf1a9Ob33UnBGHbdOA,True,False,63,4.5,0,1,0,High,3,Frisco,TX,1730,2200,0
416,opFjbZ9NAOjefao_zGly6Q,True,False,118,4.0,1,1,0,,3,Frisco,TX,1100,2200,1
417,Br61jGdeSyqGUJfaBIz7iw,False,False,240,3.5,0,1,0,Medium,3,Frisco,TX,1100,2100,0
418,IxyWVgibGUBLYGVkAzvaJA,True,False,61,3.5,1,1,0,Low,3,Frisco,TX,1100,2200,0
419,kXc01zB4yjLat1zl3mOeWA,True,False,17,3.0,1,1,0,Medium,3,Frisco,TX,1100,1400,1
420,Kt3mqOpwOMK3NiNtOPWXqQ,True,False,28,4.5,1,1,0,Low,3,Frisco,TX,0900,2100,1
421,SlVl1e_KWW4OGeKHBWJLIQ,True,False,347,4.0,0,1,0,Medium,3,Frisco,TX,1130,2100,0
422,Q6Ubri6ALZiKajqKv8qKUA,True,False,12,4.0,1,1,0,Medium,3,Frisco,TX,0700,2000,1
423,4lA1sZQre_PkQRGNTMYI-g,True,False,32,2.5,0,0,0,,3,Frisco,TX,0600,2200,1
424,bqnWklmo832hOkZAi2lJWA,False,False,9,2.0,0,0,0,,2,Frisco,TX,,,0
425,-soVjwdcFOdVsIK8LwmbSA,True,False,6,4.0,1,1,0,,3,Frisco,TX,1030,2230,1
426,BkOI4SjFFlNHEowjVH-yzg,True,False,339,4.0,0,0,0,Medium,3,Frisco,TX,0700,1430,0
427,RW7IL5kqWQ8USZq9Z1_FKg,True,False,122,2.5,0,1,0,Low,3,Frisco,TX,0000,0000,0
428,fpI7mnWKWi5ImtBf1gd-zg,True,False,140,2.0,0,1,0,Low,3,Frisco,TX,0530,1600,0
429,qBSTj8-J-bvUpdzdwtK_Eg,True,False,81,2.0,1,1,0,Low,3,Frisco,TX,1000,2200,0
430,5ER1LVy_PBHfz0GZyW067Q,True,False,8,3.0,0,0,0,,3,Frisco,TX,1600,2100,0
431,yf9mlOI9DT2v2D5aco5Mjg,False,False,53,2.5,1,1,0,,3,Frisco,TX,,,0
432,5wHJw1s9WfGt_2G_-9c2sA,True,False,3,4.0,0,0,0,,3,Frisco,TX,1100,2200,0
433,IJ_6VoseADX4YE9UHJoxIw,True,False,176,4.0,1,1,0,Low,3,Frisco,TX,1100,2200,1
434,X3Ph3dagbWXIOBvtREBIuA,True,False,36,3.5,0,1,0,Medium,3,Frisco,TX,1000,2100,1
435,QDQwPO2PnhEPW950ezBsrg,True,False,83,4.0,0,1,0,Medium,3,Frisco,TX,0700,1430,0
436,BWdGYxgglIbmWt08eHrT5A,True,False,193,4.5,0,1,0,High,3,Frisco,TX,1100,1430,0
437,vTBJ5sIQ8dkFmc6RO82CeQ,True,False,38,3.0,1,1,0,,3,Frisco,TX,1000,2200,1
438,Fmjo9qVYNvkoOtC1Y5q0Gw,True,False,53,3.0,1,1,0,Low,3,Frisco,TX,1030,2100,0
439,8L8nfzPjUqFlAZHY7vLdkQ,True,False,144,3.5,1,1,0,Medium,3,McKinney,TX,1130,1500,0
440,ilbpPtszw7TdBuObPCoMhg,True,False,46,2.0,0,1,0,Low,3,Mckinney,TX,0630,2300,1
441,vxR6uRe5us41UX8nUasvaQ,True,False,37,3.5,0,1,0,,3,Frisco,TX,1000,2100,0
442,sq2pdhpFaT_7jQQXbYW0Qg,True,False,215,4.5,1,1,0,Medium,3,Frisco,TX,1100,2200,0
443,NUKEqZp54WUS7-Qc3JnLyw,True,False,299,4.0,1,1,0,Medium,3,Frisco,TX,0630,1430,0
444,-PT1Co5y4Dta_vv9tQDgBg,True,False,56,3.5,1,1,0,,3,Frisco,TX,1600,2300,1
445,jXBN7J5n1e9OKVx6ss2oJA,True,False,38,2.5,1,1,0,Low,3,Frisco,TX,0700,2300,1
446,2z7Qw5FCDtUtZzEj8VX4-A,True,False,60,4.5,0,0,0,,3,Frisco,TX,1100,2100,1
447,EK7Jh8ldDDA04YODjT0o4Q,True,False,4,5.0,1,1,0,,3,Frisco,TX,1100,2000,0
448,epWYCIJvJba2YTCpHtxpjA,False,False,106,4.0,0,1,0,Medium,3,Frisco,TX,1100,2200,0
449,5tr1jqMorEOp_lUPbaQVCw,True,False,30,2.5,0,1,0,Low,3,Frisco,TX,0800,2200,0
450,T-jS9VDynLl3gCPipDnhtA,True,False,50,3.0,0,1,0,Low,3,Frisco,TX,0500,2300,0
451,TqkMtNRbg6fzRwQXD7sk3w,True,False,6,1.5,1,1,0,Low,3,Frisco,TX,0900,2200,0
452,6cE8x0LfybDPhe5H1FveSg,True,False,44,3.5,1,1,0,,3,Frisco,TX,1100,2100,1
