"","Restaurant.Category.1","id","is_claimed","is_closed","review_count","rating","Pickup.Available","Delivery.Available","Reservation.Available","Price.Level","number.of.photos","City","State","Opening.Time","Closing.Time","Has.Messaging","reduced.category","Open_Breakfast","Open_Lunch","Open_Dinner","Open_Late"
"149","cakeshop","WHqKxIureuFBmZB5yCi-Mw","True","False",9,4.5,0,0,0,"Low",3,"Frisco","TX",900,1900,1,"Snacks/Dessert",TRUE,TRUE,TRUE,FALSE
"150","catering","_GvII7semYQHGuFItlFoxA","True","False",31,5,0,0,0,"",3,"Frisco","TX",NA,NA,1,"Non-Restaurant",NA,NA,NA,NA
"151","cheesesteaks","isYi-iSEDl_GjEuW9Wml0g","True","False",285,4.5,1,1,0,"Medium",3,"Frisco","TX",1130,2100,0,"American",FALSE,TRUE,TRUE,FALSE
"152","cheesesteaks","KBUHDw9cQdVLtLumeBcu4w","True","False",8,2.5,1,1,0,"",3,"Plano","TX",1100,2100,1,"American",FALSE,TRUE,TRUE,FALSE
"153","chicken_wings","SxxFkcwfNxIbIBQ2JiwBgw","False","False",10,3,0,1,0,"Medium",3,"Frisco","TX",1000,2300,0,"American",TRUE,TRUE,TRUE,TRUE
"154","chicken_wings","uDdQOtDdPv9_3xEAD-SyEQ","True","False",391,3,0,1,0,"Medium",3,"Little Elm","TX",1100,0,0,"American",FALSE,FALSE,FALSE,FALSE
"155","chicken_wings","bBYik7QanfVMBYb3i3augA","True","False",50,2.5,0,0,0,"Medium",3,"McKinney","TX",1100,2300,0,"American",FALSE,TRUE,TRUE,TRUE
"156","chicken_wings","cX4Zv5vEtsmIgHm6r90LgA","True","False",11,2.5,0,0,0,"",3,"Frisco","TX",1100,2200,0,"American",FALSE,TRUE,TRUE,FALSE
"157","chicken_wings","ildn15RPc2Z5-96pkUdmNg","True","False",45,4,1,1,0,"",3,"Plano","TX",1030,2200,1,"American",FALSE,TRUE,TRUE,FALSE
"158","chicken_wings","Q7DVhWpvQ0-8oefFfx2I5w","True","False",87,4,1,1,0,"Medium",3,"Frisco","TX",1130,2200,1,"American",FALSE,TRUE,TRUE,FALSE
"159","chicken_wings","Src3ef2xHd2CuOaz2-eV9A","False","False",3,2.5,0,1,0,"",0,"Plano","TX",NA,NA,0,"American",NA,NA,NA,NA
"160","chicken_wings","W9-sc1-0TsV7kmkjdlSV5Q","True","False",62,2,0,0,0,"Medium",3,"McKinney","TX",1100,0,0,"American",FALSE,FALSE,FALSE,FALSE
"161","chicken_wings","JEThalxbd3QbmeyFpYtlRg","True","False",2,1.5,1,1,0,"",3,"Plano","TX",NA,NA,0,"American",NA,NA,NA,NA
"162","chicken_wings","8NUuMj8vQNqEmlxuLfLJQg","True","False",312,2,1,1,0,"Medium",3,"Frisco","TX",1100,0,0,"American",FALSE,FALSE,FALSE,FALSE
"163","chicken_wings","XfAZ2ubt2gMgFd0t1Cpwgw","True","False",38,4,1,1,0,"",3,"Frisco","TX",1100,2200,1,"American",FALSE,TRUE,TRUE,FALSE
"164","chicken_wings","dLJ0NeQ4UG6mWyNAncJp7Q","True","False",108,1.5,1,1,0,"Low",3,"Frisco","TX",1030,2200,0,"American",FALSE,TRUE,TRUE,FALSE
"165","chicken_wings","E35MHanbKc4vwPodgHs7ng","True","False",91,2.5,0,1,0,"Medium",3,"Frisco","TX",1030,0,1,"American",FALSE,FALSE,FALSE,FALSE
"166","chicken_wings","BzTiOG1rKflwZnioC0d5hQ","True","False",58,1.5,0,0,0,"",3,"Prosper","TX",1100,0,0,"American",FALSE,FALSE,FALSE,FALSE
"167","chicken_wings","rjaxz6DXmdVJWqwb5NYfGg","True","False",143,2.5,0,0,0,"Medium",3,"Frisco","TX",1100,0,0,"American",FALSE,FALSE,FALSE,FALSE
"168","chicken_wings","YJJeGldNu5riaHzdJckB4g","True","False",61,3,0,1,0,"Low",3,"Frisco","TX",1000,2300,0,"American",TRUE,TRUE,TRUE,TRUE
"169","chicken_wings","iWv2_dkxehghYqmkd2qY7Q","True","False",30,3,1,1,0,"Low",3,"Plano","TX",900,2330,0,"American",TRUE,TRUE,TRUE,TRUE
"170","chicken_wings","voD4poR-Wv1YqDZvjUSoEQ","True","False",31,4.5,1,1,0,"Medium",3,"Plano","TX",1100,2200,1,"American",FALSE,TRUE,TRUE,FALSE
"171","chicken_wings","hgjebDDc1vxd0Rg8v0fCbA","False","False",72,4,1,1,0,"",3,"The Colony","TX",1100,2130,0,"American",FALSE,TRUE,TRUE,FALSE
"172","chicken_wings","qxm8VbFFy6-GyLLbgscLyA","True","False",60,2.5,1,1,0,"Low",3,"Frisco","TX",1030,2200,1,"American",FALSE,TRUE,TRUE,FALSE
"173","chicken_wings","sj4x_LtOVruBSHzCMUW-vw","True","False",226,4,0,1,0,"Medium",3,"Frisco","TX",1100,2100,0,"American",FALSE,TRUE,TRUE,FALSE
"174","chicken_wings","EJfRkGk3tjit4WvGrR78og","True","False",10,4,1,1,0,"",3,"Plano","TX",1130,2130,0,"American",FALSE,TRUE,TRUE,FALSE
"175","chicken_wings","tHCCI0S5rsjAM_h9S7OqZg","True","False",1,1,1,1,0,"",3,"Frisco","TX",1000,2100,1,"American",TRUE,TRUE,TRUE,FALSE
"176","chicken_wings","wUPD1IWHdyh3nB4cH6e9KQ","True","False",14,2,0,1,0,"Low",3,"Frisco","TX",1030,2200,0,"American",FALSE,TRUE,TRUE,FALSE
"177","chickenshop","e0W3Z_Wuwf1yf38vTQ0b6A","True","False",32,4,0,0,0,"",3,"Plano","TX",1100,2100,0,"American",FALSE,TRUE,TRUE,FALSE
"178","chickenshop","Q2z6-am58t-h9fi_ZCky_A","True","False",19,3.5,0,1,0,"",3,"Prosper","TX",1000,2300,0,"American",TRUE,TRUE,TRUE,TRUE
"179","chickenshop","hMv8yA_1OTJ4ieH_5aAMuQ","True","False",69,3,0,1,0,"Medium",3,"Little Elm","TX",1000,2200,1,"American",TRUE,TRUE,TRUE,FALSE
"180","chickenshop","SHzDmzr0K0tx_rzLavKx5w","True","False",31,4,1,1,0,"Medium",3,"Plano","TX",1100,2100,1,"American",FALSE,TRUE,TRUE,FALSE
"181","chickenshop","wpvggwrUd-roXvIr1lSGRA","True","False",97,3.5,1,1,0,"Low",3,"Frisco","TX",1030,2230,1,"American",FALSE,TRUE,TRUE,TRUE
"182","chickenshop","mW5AQncfKFZDmgjOOVuzbg","False","False",250,4,0,1,0,"Medium",3,"Frisco","TX",630,2100,0,"American",TRUE,TRUE,TRUE,FALSE
"183","chickenshop","PqxMYBUi_KMvN5PPHe4_GQ","False","False",1034,4,0,1,0,"Medium",3,"Frisco","TX",1100,1400,0,"American",FALSE,TRUE,FALSE,FALSE
"184","chickenshop","lSsHJLOwlV28rLPmqni9Hw","True","False",126,4,1,1,0,"Medium",3,"Plano","TX",1100,2300,0,"American",FALSE,TRUE,TRUE,TRUE
"185","chickenshop","MxFpXpXgO8VaNoBT3Vs4hw","True","False",48,2,0,1,0,"",3,"Prosper","TX",600,2200,0,"American",TRUE,TRUE,TRUE,FALSE
"186","chinese","R6S3ZQnsHz5iSDGsh0fcag","True","False",6,3.5,0,0,0,"",3,"Plano","TX",1100,2200,1,"East Asian",FALSE,TRUE,TRUE,FALSE
"187","chinese","GYmFR0Eckx9DKNZWHk6lFQ","False","False",63,2.5,1,1,0,"Medium",3,"The Colony","TX",1100,2200,0,"East Asian",FALSE,TRUE,TRUE,FALSE
"188","chinese","xUXwO2Tkny70Khz3MN-Kuw","True","False",161,3,1,1,0,"Low",3,"Frisco","TX",1100,2130,0,"East Asian",FALSE,TRUE,TRUE,FALSE
"189","chinese","ZadjbWA7kQi34IdSJfScow","True","False",279,4,1,1,0,"Medium",3,"Frisco","TX",1100,1430,0,"East Asian",FALSE,TRUE,FALSE,FALSE
"190","chinese","1grej05ylLHHBGlDyGchaw","True","False",269,3.5,1,1,0,"Medium",3,"Frisco","TX",1130,1430,0,"East Asian",FALSE,TRUE,FALSE,FALSE
"191","chinese","3ZiOvwzcsN3eOm7glVxWpw","True","False",113,4.5,0,1,0,"",3,"Frisco","TX",1130,2100,1,"East Asian",FALSE,TRUE,TRUE,FALSE
"192","chinese","KICoweaVCo7ok7UH589zmA","True","False",69,2,1,1,0,"Low",3,"Frisco","TX",1030,2200,0,"East Asian",FALSE,TRUE,TRUE,FALSE
"193","chinese","AKMIIvW8JDuDOjRzaN4ntw","True","False",96,4,1,1,0,"Low",3,"Frisco","TX",1100,2130,0,"East Asian",FALSE,TRUE,TRUE,FALSE
"194","chinese","e5hGi2KXJUWT1ijs_7Z-bg","True","False",258,4,0,1,0,"Medium",3,"McKinney","TX",1100,2130,0,"East Asian",FALSE,TRUE,TRUE,FALSE
"195","chinese","eesJ6i0LRbgn7X6oCxFCZQ","True","False",90,3,1,1,0,"Low",3,"Little Elm","TX",1100,2130,0,"East Asian",FALSE,TRUE,TRUE,FALSE
"196","chinese","5zrELQaB9973nlot4_QbFg","True","False",99,4,0,1,0,"Medium",3,"Frisco","TX",1100,2100,0,"East Asian",FALSE,TRUE,TRUE,FALSE
"197","chinese","BTNKR9mcXBL07Ilty0HtXQ","True","False",230,3.5,1,1,0,"Low",3,"Frisco","TX",1100,2130,0,"East Asian",FALSE,TRUE,TRUE,FALSE
"198","chinese","qHWxt_82KsiDsU4_tiMlNQ","True","False",57,3.5,1,1,0,"Low",3,"Frisco","TX",1100,2130,0,"East Asian",FALSE,TRUE,TRUE,FALSE
"199","chinese","-ptKXpBnXnb0_2q6-z3M7A","True","False",140,3.5,1,1,0,"Low",3,"Frisco","TX",1030,2130,0,"East Asian",FALSE,TRUE,TRUE,FALSE
"200","chinese","ikFdQNBF2klt1qxZ7IS8Vw","True","False",189,4,0,1,0,"Medium",3,"Plano","TX",1100,1500,0,"East Asian",FALSE,TRUE,FALSE,FALSE
"201","chinese","S-Xv3BCb8Y3UstSxGemIwg","True","False",130,3.5,1,1,0,"Medium",3,"Frisco","TX",1100,2130,0,"East Asian",FALSE,TRUE,TRUE,FALSE
"202","chinese","lS3aVLxV9-fiAtGUTj05Qg","False","False",1,3,0,0,0,"",0,"The Colony","TX",NA,NA,0,"East Asian",NA,NA,NA,NA
"203","chinese","niyxfBCPrboxDRS89af9Gg","True","False",27,2,1,1,0,"",3,"Prosper","TX",1030,2200,0,"East Asian",FALSE,TRUE,TRUE,FALSE
"204","chinese","7ZPkCIH9HsUQXmVl3ZOuQQ","True","False",82,4,1,1,0,"Medium",3,"Frisco","TX",1100,1430,1,"East Asian",FALSE,TRUE,FALSE,FALSE
"205","chinese","3k8hkpMUE7LNEnJtK8MQmQ","False","False",139,3.5,1,1,0,"Medium",3,"Frisco","TX",NA,NA,0,"East Asian",NA,NA,NA,NA
"206","chinese","xnXELLGta6saAzh5XCylMw","True","False",330,2.5,1,1,0,"Medium",3,"Frisco","TX",1100,2130,0,"East Asian",FALSE,TRUE,TRUE,FALSE
"207","chinese","IJRd9CkAFkCfCcrUH-LNng","True","False",10,1.5,0,1,0,"Low",3,"Frisco","TX",1100,1900,0,"East Asian",FALSE,TRUE,TRUE,FALSE
"208","chinese","t0LQ_T1BTW95-xHpjL8tvw","True","False",93,3,1,1,0,"Medium",3,"Frisco","TX",1100,2200,0,"East Asian",FALSE,TRUE,TRUE,FALSE
"209","chinese","vm12ElhcqU9SdSsQXktOTw","True","False",252,4,1,1,0,"Medium",3,"Frisco","TX",1100,2100,0,"East Asian",FALSE,TRUE,TRUE,FALSE
"210","chinese","zTwNymkfEtDL2KrG5F_zKA","True","False",336,3.5,1,1,0,"Medium",3,"Frisco","TX",1100,2200,0,"East Asian",FALSE,TRUE,TRUE,FALSE
"211","chinese","ebMVbmC-0n82x-cq4NnO4w","True","False",57,2.5,1,1,0,"Low",3,"Frisco","TX",1030,2130,0,"East Asian",FALSE,TRUE,TRUE,FALSE
"212","chinese","ENPhfwodl_g1ey02eGY6tg","True","False",155,4,1,1,0,"Medium",3,"Frisco","TX",1100,1500,0,"East Asian",FALSE,TRUE,FALSE,FALSE
"213","chinese","TzpVCMjAuviinx8Zqn_wuQ","False","False",13,2,0,0,0,"Low",3,"Plano","TX",NA,NA,0,"East Asian",NA,NA,NA,NA
"214","chinese","gi4vOTfyHYdG9yKWGIFnGQ","False","False",102,3.5,1,0,0,"Low",3,"Little Elm","TX",1100,2100,0,"East Asian",FALSE,TRUE,TRUE,FALSE
"215","chinese","3laIllEuWvKpxBMLEIQlyQ","True","False",50,4,0,0,0,"",3,"Aubrey","TX",1100,2130,0,"East Asian",FALSE,TRUE,TRUE,FALSE
"216","cocktailbars","okJLsY6V-YZocKR7ULezlg","True","False",146,3,0,0,0,"Medium",3,"Plano","TX",1100,200,0,"Alcohol",FALSE,FALSE,FALSE,FALSE
"217","cocktailbars","FquUMNqS1wcQ4h-BngwRvw","True","False",1076,4,1,1,0,"High",1,"Plano","TX",1100,2300,0,"Alcohol",FALSE,TRUE,TRUE,TRUE
"218","cocktailbars","1sG3OSwCjK-vT_CuLY4wEg","True","False",297,4,0,1,0,"Medium",3,"Frisco","TX",1600,2300,0,"Alcohol",FALSE,FALSE,TRUE,TRUE
"219","cocktailbars","WCbEUZkwPtJaWHGkqZSjcg","True","False",14,4.5,0,0,0,"",3,"Plano","TX",NA,NA,1,"Alcohol",NA,NA,NA,NA
"220","cocktailbars","pLkI7rTVAF1tcKUxtPg-uQ","True","False",355,4,0,1,0,"Medium",3,"The Colony","TX",1100,2100,1,"Alcohol",FALSE,TRUE,TRUE,FALSE
"221","coffee","kXFTbwklmU1HUx3fNkxXRA","True","False",69,4.5,1,1,0,"",3,"Aubrey","TX",1100,2000,1,"Cafe",FALSE,TRUE,TRUE,FALSE
"222","coffee","Y_-ItYDjjf-gr8ESpenkAQ","True","False",61,3.5,0,0,0,"",3,"Plano","TX",1000,2100,1,"Cafe",TRUE,TRUE,TRUE,FALSE
"223","coffee","_r0Aat8yGRQBcJ-URzjwfw","True","False",7,4.5,0,1,0,"",3,"Frisco","TX",600,2300,1,"Cafe",TRUE,TRUE,TRUE,TRUE
"224","coffee","-KQ-YXlgq9-dlIwbVbRW-A","True","False",42,1.5,0,1,0,"Low",3,"Frisco","TX",500,200,0,"Cafe",TRUE,FALSE,FALSE,FALSE
"225","coffee","GdoOYUGHnfHZ-Fi9t8ftww","True","False",302,4,1,1,0,"Low",3,"Frisco","TX",700,1900,1,"Cafe",TRUE,TRUE,TRUE,FALSE
"226","coffee","f5SH8VGe08UNTuSqraZ85Q","True","False",26,4,1,1,0,"",3,"Plano","TX",700,1700,1,"Cafe",TRUE,TRUE,FALSE,FALSE
"227","coffee","7GYhTL_ZGsl3upw0duHMFQ","True","False",103,4.5,0,1,0,"Low",3,"Frisco","TX",600,1800,0,"Cafe",TRUE,TRUE,TRUE,FALSE
"228","coffee","OZWDD29Scf5398rZtZUI-g","True","False",87,5,1,1,0,"",3,"Frisco","TX",730,1500,1,"Cafe",TRUE,TRUE,FALSE,FALSE
"229","coffee","M-sJbSejtpJxrd4jgbQjFQ","True","False",57,4.5,0,1,0,"Low",3,"Frisco","TX",700,1900,1,"Cafe",TRUE,TRUE,TRUE,FALSE
"230","coffee","1ybF8eowFlhMM-CnSal-2A","True","False",7,5,0,1,0,"",3,"Frisco","TX",800,1630,0,"Cafe",TRUE,TRUE,FALSE,FALSE
"231","coffee","aeoqxRcfBMJpVzfp5BsR2g","True","False",79,3.5,0,1,0,"Low",3,"Frisco","TX",1100,2100,1,"Cafe",FALSE,TRUE,TRUE,FALSE
"232","coffee","rhgcWzrX8zYmajGOS7ZBPw","True","False",39,4.5,0,0,0,"Low",3,"The Colony","TX",600,2000,1,"Cafe",TRUE,TRUE,TRUE,FALSE
"233","coffee","ai5EoQurQ2p62nWki63AvQ","True","False",23,4.5,1,1,0,"Medium",3,"Plano","TX",1100,1900,1,"Cafe",FALSE,TRUE,TRUE,FALSE
"234","coffee","n34XB0ToqCR9IvRD43z_0Q","True","False",6,4,0,0,0,"",2,"Prosper","TX",NA,NA,1,"Cafe",NA,NA,NA,NA
"235","coffee","2V8rtOukZv28V-2O_UtknA","True","False",166,4.5,1,1,0,"Low",3,"Frisco","TX",800,1900,1,"Cafe",TRUE,TRUE,TRUE,FALSE
"236","coffee","QBimuzLMIEPnkACx91CuVg","True","False",14,4.5,0,0,0,"",2,"Little Elm","TX",530,2000,0,"Cafe",TRUE,TRUE,TRUE,FALSE
"237","comedyclubs","S1QjC8q3VUiBTG5cOfb-xQ","False","False",18,4,0,0,0,"",3,"Plano","TX",NA,NA,0,"Non-Restaurant",NA,NA,NA,NA
"238","comfortfood","RHIWPkZB7jrm8qiIKAk0UQ","True","False",198,3,1,1,0,"Medium",3,"Frisco","TX",1100,2130,0,"Snacks/Dessert",FALSE,TRUE,TRUE,FALSE
"239","comfortfood","rq28ApqJTfjQykOp4IMs5Q","False","False",1,1,0,0,0,"",0,"Frisco","TX",NA,NA,0,"Snacks/Dessert",NA,NA,NA,NA
"240","comfortfood","vXVwm1HnQIRi8UZ7kY6jCQ","True","False",1,4,0,1,0,"",3,"Frisco","TX",1130,2130,0,"Snacks/Dessert",FALSE,TRUE,TRUE,FALSE
"241","convenience","_0O77Ep6vDuCLX3Ma7tj8A","True","False",6,4,0,0,0,"Medium",3,"The Colony","TX",0,0,0,"Non-Restaurant",TRUE,FALSE,FALSE,FALSE
"242","creperies","StxZMBAQIuVQ2Vr8YFk1gQ","True","False",129,4,1,1,0,"Low",3,"Frisco","TX",1100,2200,0,"European",FALSE,TRUE,TRUE,FALSE
"243","delis","YCCnuIYQHW0Lnv_r7pFBbw","True","False",42,2,1,1,0,"",3,"Prosper","TX",1030,2100,1,"American",FALSE,TRUE,TRUE,FALSE
"244","delis","vTBJ5sIQ8dkFmc6RO82CeQ","True","False",38,3,1,1,0,"",3,"Frisco","TX",1000,2200,1,"American",TRUE,TRUE,TRUE,FALSE
"245","delis","xv81wCCTDRFQJDFfQNcE7A","True","False",224,4,1,1,0,"Medium",3,"Frisco","TX",1100,1500,0,"American",FALSE,TRUE,FALSE,FALSE
"246","delis","1aV716ltx_wnpCRQ2qqCxA","True","False",99,4,1,1,0,"Low",3,"Frisco","TX",1000,2200,0,"American",TRUE,TRUE,TRUE,FALSE
"247","desserts","Q5FMcoOqQMV5vgK1B-2O_g","True","False",90,4.5,1,1,0,"Low",3,"McKinney","TX",700,2030,1,"Snacks/Dessert",TRUE,TRUE,TRUE,FALSE
"248","desserts","P-a683VhuwDfkBQPBJfKng","True","False",5,3.5,1,1,0,"",3,"Frisco","TX",1100,2100,1,"Snacks/Dessert",FALSE,TRUE,TRUE,FALSE
"249","desserts","BRj76UFQ7QzTyaXckVOGbA","True","False",325,4.5,0,1,0,"Low",3,"Frisco","TX",1200,2200,0,"Snacks/Dessert",FALSE,TRUE,TRUE,FALSE
"250","desserts","mNjBgjdHxbhUpZRJlPN8Tw","True","False",15,4.5,1,1,0,"",3,"Prosper","TX",830,1630,1,"Snacks/Dessert",TRUE,TRUE,FALSE,FALSE
"251","desserts","vBcQFP5cvt7eV95DdvKZ0g","True","False",98,4.5,1,1,0,"Low",3,"Frisco","TX",1200,2300,0,"Snacks/Dessert",FALSE,TRUE,TRUE,TRUE
"252","dimsum","qUOjUzjJtscXJ_osgY-1Hg","True","False",44,4,1,1,0,"",3,"Frisco","TX",1130,1430,1,"East Asian",FALSE,TRUE,FALSE,FALSE
"253","diners","joyHADqN2fQfQX3XNvPfQQ","False","False",15,4.5,0,0,0,"",3,"Plano","TX",NA,NA,0,"American",NA,NA,NA,NA
"254","dinnertheater","5ARD6r8F8ElBUFQYLYd5TA","True","False",307,3.5,0,1,0,"Medium",3,"McKinney","TX",1000,0,0,"Non-Restaurant",TRUE,FALSE,FALSE,FALSE
"255","donuts","aqK1TjojzmS_GrTaA2oLkA","True","False",94,5,0,1,0,"Low",3,"The Colony","TX",600,1300,0,"Snacks/Dessert",TRUE,TRUE,FALSE,FALSE
"256","donuts","mdm7kpQLbJD3J-WxgYeLvA","False","False",18,4.5,0,0,0,"Low",3,"The Colony","TX",NA,NA,0,"Snacks/Dessert",NA,NA,NA,NA
"257","donuts","Mk1u7X-QN6xMLdb69rX7uw","True","False",33,4,0,0,0,"Low",3,"Plano","TX",1200,2100,1,"Snacks/Dessert",FALSE,TRUE,TRUE,FALSE
"258","filipino","5zHiHDlInqxBuldqlrUZvQ","False","False",13,3,0,0,0,"",3,"Frisco","TX",1100,1800,0,"South/Southeast Asian",FALSE,TRUE,TRUE,FALSE
"259","fishnchips","XkTG6ilGwHEmJ_fLI6KN1A","True","False",365,3.5,1,1,0,"Medium",3,"Plano","TX",1100,2130,0,"European",FALSE,TRUE,TRUE,FALSE
"260","food_court","rT1uBjftW4GAXJUS2GW3pA","True","False",1163,4,1,1,0,"Medium",3,"Plano","TX",900,2300,1,"Other",TRUE,TRUE,TRUE,TRUE
"261","food_court","Kw43zmxSVE6R2S3NYkrfzQ","False","False",2,4,0,0,0,"",3,"Frisco","TX",NA,NA,0,"Other",NA,NA,NA,NA
"262","fooddeliveryservices","XIrYN0qGn5CrCsMlqCoQDA","True","False",18,2.5,0,0,0,"",3,"Frisco","TX",NA,NA,0,"Non-Restaurant",NA,NA,NA,NA
"263","fooddeliveryservices","gWb-EDAWKT1g-ZnTn4AlzA","False","False",3,2.5,0,0,0,"",3,"Frisco","TX",1100,2100,0,"Non-Restaurant",FALSE,TRUE,TRUE,FALSE
"264","fooddeliveryservices","pip9lYKzDTiY1v3eqm349g","True","False",10,1.5,0,0,0,"",3,"Frisco","TX",NA,NA,0,"Non-Restaurant",NA,NA,NA,NA
"265","fooddeliveryservices","S5a32egBdTL-ZyF9DnbVQQ","False","False",29,1.5,0,1,0,"",3,"Frisco","TX",1100,2100,0,"Non-Restaurant",FALSE,TRUE,TRUE,FALSE
"266","fooddeliveryservices","u1sW0RUhC0S5lJbb2lgRjA","True","False",9,1,0,0,0,"",3,"Frisco","TX",1100,2200,0,"Non-Restaurant",FALSE,TRUE,TRUE,FALSE
"267","fooddeliveryservices","DAMzDNLkmrxR-KtiQWKN1A","True","False",3,1.5,1,1,0,"",3,"Frisco","TX",NA,NA,0,"Non-Restaurant",NA,NA,NA,NA
"268","fooddeliveryservices","PMPWzhjo5vQ922o3ArQb0Q","True","False",1,1,1,1,0,"",3,"Frisco","TX",NA,NA,0,"Non-Restaurant",NA,NA,NA,NA
"269","fooddeliveryservices","5igUwYCwr6uqtUZ91GZYKA","False","False",2,2.5,0,1,0,"",3,"Plano","TX",1130,1430,0,"Non-Restaurant",FALSE,TRUE,FALSE,FALSE
"270","fooddeliveryservices","LemlCQPaGgIrCTPIst0fKg","True","False",8,2,0,1,0,"",3,"Frisco","TX",NA,NA,0,"Non-Restaurant",NA,NA,NA,NA
"271","fooddeliveryservices","izwUMcJu2uTAQjrifb-y_Q","False","False",6,1,0,1,0,"",3,"Frisco","TX",1100,2100,0,"Non-Restaurant",FALSE,TRUE,TRUE,FALSE
"272","fooddeliveryservices","c4wsVWzJzi8aqCH-L0-S6A","True","False",2,1,0,1,0,"",3,"Frisco","TX",1100,2200,0,"Non-Restaurant",FALSE,TRUE,TRUE,FALSE
"273","foodtrucks","bhW7ow0fWVXAJCTu5VW_jQ","False","False",2,5,0,0,0,"",3,"Denton","TX",NA,NA,0,"Other",NA,NA,NA,NA
"274","foodtrucks","2CcoD1fRfNroaGQ_sAliNQ","True","False",3,4.5,0,1,0,"",3,"Little Elm","TX",800,1500,0,"Other",TRUE,TRUE,FALSE,FALSE
"275","foodtrucks","PWdsdUAcl5ub8DXUz7AUHQ","True","False",47,4.5,1,1,0,"Low",3,"Allen","TX",1700,2130,0,"Other",FALSE,FALSE,TRUE,FALSE
"276","foodtrucks","Gwad2kmWrkGRoG0fe6_0Gg","True","False",14,4.5,0,0,0,"",3,"The Colony","TX",1100,2000,0,"Other",FALSE,TRUE,TRUE,FALSE
"277","foodtrucks","yawhLqszfIp9q1aGNdLoig","True","False",23,4.5,1,1,0,"Medium",3,"Aubrey","TX",1100,1800,0,"Other",FALSE,TRUE,TRUE,FALSE
"278","foodtrucks","DRf2aj2CygJkN9TJR0tIUQ","True","False",11,4.5,0,0,0,"",3,"Frisco ","TX",1100,2000,0,"Other",FALSE,TRUE,TRUE,FALSE
"279","french","zGXLe-CZ6QTUtRZl5rfSKg","True","False",355,3.5,0,1,0,"High",3,"Plano","TX",1100,2200,0,"European",FALSE,TRUE,TRUE,FALSE
"280","french","hyUtqLeuOmGMKJqnvyWt8A","True","False",70,4.5,0,1,0,"Medium",3,"Frisco","TX",1100,2000,0,"European",FALSE,TRUE,TRUE,FALSE
"281","gluten_free","vBEBY-rR6QK96b4pao2SRQ","True","False",9,5,0,0,0,"",3,"Plano","TX",1000,1900,1,"Other",TRUE,TRUE,TRUE,FALSE
"282","golf","tdawfJdlfIQC3Ov3s9A9nw","True","False",42,2.5,0,1,0,"Medium",3,"Frisco","TX",700,1900,0,"Non-Restaurant",TRUE,TRUE,TRUE,FALSE
"283","greek","CfDcp7LFygP-G4DM_RHHDQ","True","False",1168,4.5,0,1,0,"Medium",3,"Frisco","TX",1100,2100,0,"European",FALSE,TRUE,TRUE,FALSE
"284","greek","Vx3NrSUUhBBbd1EGEh8NDQ","True","False",56,4.5,0,1,0,"",3,"McKinney","TX",1100,2100,1,"European",FALSE,TRUE,TRUE,FALSE
"285","greek","R6I8WufTczcbT7RCNHiQgw","True","False",501,4,1,1,0,"Medium",3,"Frisco","TX",1100,2100,0,"European",FALSE,TRUE,TRUE,FALSE
"286","grocery","zxWGR6Rt1mGCqu3BpRGajw","False","False",24,3,1,1,0,"Medium",3,"Frisco","TX",1000,2200,0,"Other",TRUE,TRUE,TRUE,FALSE
"287","grocery","7ISNR8GB199a2EfU3LfvQw","True","False",53,3,0,0,0,"Medium",3,"Plano","TX",700,2300,0,"Other",TRUE,TRUE,TRUE,TRUE
"288","halal","S3M7oh04sNVO_LU_YKABMA","False","False",2,3,1,0,0,"",1,"Frisco","TX",1900,2130,0,"Middle Eastern/African",FALSE,FALSE,FALSE,FALSE
"289","halal","XxNR0okPVMefxN-XDBaTcg","True","False",29,3,1,1,0,"",3,"Frisco","TX",1130,2200,1,"Middle Eastern/African",FALSE,TRUE,TRUE,FALSE
"290","halal","q_3jGUfM5Y9aqg5V2aDqxg","True","False",57,4,1,1,0,"Low",3,"Plano","TX",1000,2200,1,"Middle Eastern/African",TRUE,TRUE,TRUE,FALSE
"291","halal","yXc7InaJ37Mh9c8QaRd8VQ","True","False",187,3.5,1,1,0,"Medium",3,"Plano","TX",1030,2300,0,"Middle Eastern/African",FALSE,TRUE,TRUE,TRUE
"292","halal","3j5xiowOQaDDMF6Z34nGMw","True","False",50,4,1,1,0,"Medium",3,"Frisco","TX",1100,0,1,"Middle Eastern/African",FALSE,FALSE,FALSE,FALSE
"293","halal","gcZYvz_9SQUwOpoC6_1q_A","True","False",26,3,1,1,0,"Medium",3,"Frisco","TX",1130,1430,0,"Middle Eastern/African",FALSE,TRUE,FALSE,FALSE
"294","hawaiian","-zrSJe-66SLHvRxx21dW6w","True","False",472,4,1,1,0,"Medium",3,"Plano","TX",1100,2000,0,"South/Southeast Asian",FALSE,TRUE,TRUE,FALSE
"295","hawaiian","jmHvUUG1DTNeey2cGXfTUA","True","False",127,4,1,1,0,"Low",3,"Frisco","TX",1100,0,1,"South/Southeast Asian",FALSE,FALSE,FALSE,FALSE
"296","hawaiian","Fy9vts4JG67xbXV81opL2Q","True","False",501,4.5,1,1,0,"Medium",3,"The Colony","TX",1100,2000,0,"South/Southeast Asian",FALSE,TRUE,TRUE,FALSE
