,id,is_claimed,is_closed,review_count,rating,Restaurant Category,Pickup Available,Delivery Available,Reservation Available,Price Level,number of photos,City,State,Opening Time,Closing Time,Has Messaging
1598,rBsdJQkqbrnP26a4JnBLQQ,,False,21.0,1.5,burgers,1.0,1.0,0.0,Low,,GARLAND,TX,,,0
1599,VFZI7swRWs9t15oj4mO94w,,False,75.0,3.5,pizza,0.0,0.0,0.0,Medium,,Rockwall,TX,,,0
1600,9z20bkh2xks8j3Wy6gwTpg,,False,19.0,2.5,pizza,0.0,1.0,0.0,,,Rockwall,TX,,,0
1601,PU5uzY5pOrJytnmYx-F0Bg,,False,25.0,2.0,hotdogs,0.0,0.0,0.0,Low,,Rockwall,TX,,,0
1602,vszwYl-6TRSbstlgCkdoxw,,False,23.0,1.5,hotdogs,0.0,0.0,0.0,Low,,Rockwall,TX,,,0
1603,0U_LILZ4Q9l6mBilT4if8Q,,False,4.0,3.5,foodtrucks,1.0,1.0,0.0,,,Rockwall,TX,,,0
1604,FBhokzVt7El6FlgTWA9jVg,,False,10.0,3.0,sandwiches,0.0,1.0,0.0,Low,,Rockwall,TX,,,0
1605,N8_ELWPr7ydcJIaSK75X8Q,,False,3790.0,4.0,bbq,1.0,1.0,0.0,Medium,,Coppell,TX,,,0
1606,IifordgaNW0BI_I2GmLnZA,,False,195.0,4.0,burgers,0.0,1.0,0.0,Medium,,Coppell,TX,,,0
1607,vD-f5_KK-vr9DspIAUv6Tw,,False,107.0,4.0,breakfast_brunch,1.0,1.0,0.0,Low,,Coppell,TX,,,0
1608,30AYz6o1kXVzsgScePSEaw,,False,62.0,4.5,halal,1.0,1.0,0.0,Low,,Coppell,TX,,,0
1609,ZAL_QyEPIy8X5fFUtzaBuw,,False,54.0,3.5,bbq,1.0,1.0,0.0,Medium,,Coppell,TX,,,0
1610,gvpb3z_Y5IeCttqzuboSWQ,,False,55.0,2.5,chicken_wings,1.0,1.0,0.0,Medium,,Coppell,TX,,,0
1611,Y-mTqpbO9lmWt9mcoveq5Q,,False,55.0,2.0,hotdogs,0.0,0.0,0.0,Low,,Coppell,TX,,,0
1612,th299OGZ-8BfC5mbo1VtCA,,False,31.0,2.0,chicken_wings,1.0,1.0,0.0,Low,,Coppell,TX,,,0
1613,jOMn2M7jOURV63AzAD77Ow,,False,5.0,4.5,indpak,1.0,1.0,0.0,,,Irving,TX,,,0
1614,cbLShxIpm2xLG7SJBsADpQ,,False,36.0,3.5,seafood,1.0,1.0,0.0,,,Coppell,TX,,,0
1615,ule1823-4Ykgbehyyl2VlA,,False,185.0,3.5,chinese,1.0,0.0,0.0,Medium,,Coppell,TX,,,0
1616,ROmTpZyb6ebv7mIdWx8p8A,,False,214.0,4.0,thai,1.0,1.0,0.0,Medium,,Coppell,TX,,,0
1617,cdxy2mR5nxsSj_964Op8DA,,False,101.0,3.5,asianfusion,1.0,1.0,0.0,Medium,,Coppell,TX,,,0
1618,cFnCkFBKAneUib7P7l-JxA,,False,85.0,3.5,indpak,0.0,1.0,0.0,Medium,,Coppell,TX,,,0
1619,HedL4yIc-AFZ_-cRJsGywg,,False,32.0,2.0,hotdogs,0.0,1.0,0.0,Low,,Coppell,TX,,,0
1620,6qWzEzlZ25wJ5s-NQaJHKA,,False,9.0,2.0,burgers,0.0,1.0,0.0,Low,,Coppell,TX,,,0
1621,zuUCNMNS0mxDZpVsd0Su6A,,False,24.0,2.0,pizza,1.0,1.0,0.0,Low,,Coppell,TX,,,0
1622,SH5AQQK6r8Hld9zjjuesOA,,False,26.0,2.0,sandwiches,1.0,1.0,0.0,Low,,Coppell,TX,,,0
1623,uBZagant_iU2BEKbAiEWHg,,False,53.0,4.0,bbq,0.0,1.0,0.0,Medium,,Carrollton,TX,,,0
1624,g7mnp5E9PyJQ1DOvNTXRUw,,False,566.0,4.0,wine_bars,1.0,1.0,0.0,Medium,,Carrollton,TX,,,0
1625,51PzVJzVn6AI6E5lKgxrNQ,,False,382.0,4.0,burgers,1.0,1.0,0.0,Medium,,Carrollton,TX,,,0
1626,EdMOMXte_G7YR-nsCiTQ2Q,,False,257.0,4.0,mexican,0.0,1.0,0.0,Medium,,Carrollton,TX,,,0
1627,wAvCuhm6rK_AEOin2dp1Bg,,False,106.0,4.5,italian,0.0,1.0,0.0,Medium,,Carrollton,TX,,,0
1628,vAnL9z3NSr0Y_3kweTz8xQ,,False,1060.0,4.0,southern,0.0,1.0,0.0,Medium,,Carrollton,TX,,,0
1629,J7BtjclSnZiMqenSYZujdg,,False,100.0,4.0,coffee,0.0,0.0,0.0,Low,,Carrollton,TX,,,0
1630,zyHbXwM-k8gwJN1a6Ixgrw,,False,89.0,3.5,burgers,0.0,1.0,0.0,Low,,Carrollton,TX,,,0
1631,unkMpfnIY56umB2uGeUIfg,,False,101.0,4.5,coffee,0.0,1.0,0.0,Low,,Carrollton,TX,,,0
1632,vlCaC_lGBK2DKpLaSiGYsA,,False,1.0,5.0,mexican,0.0,0.0,0.0,,,Carrollton,TX,,,0
1633,-o-rDn4wrghu7WmlX6QnWQ,,False,18.0,4.5,restaurants,1.0,1.0,0.0,Medium,,Carrollton,TX,,,0
1634,WLDvBVu0Eiwhyt60UitRSA,,False,1.0,5.0,italian,1.0,1.0,0.0,,,Carrollton,TX,,,0
1635,Adw45eDp8_BV4OiS_exW5g,,False,130.0,4.0,tacos,1.0,1.0,0.0,Low,,Carrollton,TX,,,0
1636,cMGoDa7a0ABLoxHTU8Wlvg,,False,163.0,4.0,mexican,1.0,1.0,0.0,Low,,Carrollton,TX,,,0
1637,qLzz2sb-EkY0V1sjN54IHQ,,False,417.0,4.5,sushi,1.0,1.0,0.0,Medium,,Carrollton,TX,,,0
1638,md-ivFrsr-C_bW2p6r2xMA,,False,15.0,4.0,salvadoran,0.0,0.0,0.0,Medium,,Carrollton,TX,,,0
1639,SCHXviAxcROEUzLJbt4EfQ,,False,75.0,4.0,vietnamese,1.0,1.0,0.0,Low,,Carrollton,TX,,,0
1640,C9jpHcu1ruKrn4igGBhDUw,,False,14.0,3.0,mexican,0.0,1.0,0.0,,,Carrollton,TX,,,0
1641,qjyASMo_ANFuCqVG0mHByg,,False,3.0,4.5,tacos,1.0,1.0,0.0,,,Carrollton,TX,,,0
1642,bJJhOdYlLeuHqJB0G_-u4Q,,False,26.0,3.5,mexican,0.0,1.0,0.0,Low,,Dallas,TX,,,0
1643,_RQEdLyr9kEyMNK0WAJ7YQ,,False,93.0,3.5,mexican,1.0,1.0,0.0,Low,,Carrollton,TX,,,0
1644,CIDoDAjQHhXHmlFuislz9g,,False,68.0,3.5,pizza,0.0,1.0,0.0,Low,,Carrollton,TX,,,0
1645,jgmNJYMpttQqYM2jsUSG6A,,False,51.0,2.0,burgers,0.0,1.0,0.0,Low,,Carrollton,TX,,,0
1646,BliTIbVaooVXAHoPTZxDlQ,,False,13.0,2.0,hotdogs,1.0,1.0,0.0,Low,,Carrollton,TX,,,0
1647,Q4FxZ_jYmRKc5U2RoKHhrw,,False,20.0,2.0,hotdogs,0.0,0.0,0.0,Low,,Carrollton,TX,,,0
1648,QsxiEL-kl65IJFWG93pvSw,,False,70.0,2.5,chicken_wings,0.0,1.0,0.0,Low,,Carrollton,TX,,,0
1649,kWRJA7BIw8CESIEOg_02Aw,,False,19.0,2.0,mexican,1.0,1.0,0.0,Low,,Carrollton,TX,,,0
1650,cXskiHXCNIqdCGmEkyBJzw,,False,20.0,1.5,hotdogs,1.0,1.0,0.0,Low,,Carrollton,TX,,,0
1651,DKfOsAJKu34VI_wegKE9pQ,,False,10.0,2.5,sandwiches,0.0,1.0,0.0,Low,,Carrollton,TX,,,0
1652,qHX34Ih2iFf3etf7QN2zlg,,False,90.0,4.5,cuban,0.0,1.0,0.0,Medium,,Carrollton,TX,,,0
1653,7-ZYXWMzJmtv7ukEodB25A,,False,193.0,3.5,diners,1.0,1.0,0.0,Low,,Dallas,TX,,,0
1654,8-s7d049OPEkJh2PFCTvdQ,,False,133.0,4.5,salvadoran,1.0,1.0,0.0,Low,,Carrollton,TX,,,0
1655,Q59gKpuIInKPyBOMY53sYA,,False,4.0,4.5,panasian,1.0,1.0,0.0,,,Farmers Branch,TX,,,0
1656,CFkUg1vadqQtZA0BeMN3Qg,,False,4.0,4.5,salad,1.0,1.0,0.0,,,Farmers Branch,TX,,,0
1657,cTAlwI6eg7yqZnaShporOw,,False,1.0,5.0,cajun,1.0,0.0,0.0,,,Farmers Branch,TX,,,0
1658,To-OuEAQrzFd-3IJH6Pf9g,,False,4.0,5.0,foodtrucks,1.0,1.0,0.0,,,Farmers Branch,TX,,,0
1659,PingdkbvOGSmTu2ylwgDfA,,False,12.0,5.0,foodtrucks,1.0,1.0,0.0,,,Farmers Branch,TX,,,0
1660,zOwZAX6H1uLnaCZkY2Wp4g,,False,2.0,5.0,ramen,1.0,1.0,0.0,,,Farmers Branch,TX,,,0
1661,0BFpSTuk6ONuFUimUlCEmQ,,False,1.0,4.0,vietnamese,0.0,1.0,0.0,,,Farmers Branch,TX,,,0
1662,4jJafsv-ehHmc_DDO6Hw6Q,,False,11.0,4.0,mexican,0.0,1.0,0.0,Medium,,Dallas,TX,,,0
1663,i-Tj5eodz8TMhSYMr7uhpw,,False,1.0,1.0,breakfast_brunch,1.0,1.0,0.0,,,Farmers Branch,TX,,,0
1664,m_aGiGZplU3rY5VA3_VPZA,,False,2.0,3.0,asianfusion,1.0,1.0,0.0,,,Farmers Branch,TX,,,0
1665,q-mvNWYsDS0N6MVxitk-iQ,,False,3.0,4.0,mediterranean,1.0,1.0,0.0,,,Farmers Branch,TX,,,0
1666,bKEWBpgyu4l2BT0Dn2Gs9w,,False,12.0,4.0,breakfast_brunch,0.0,0.0,0.0,Low,,Dallas,TX,,,0
1667,7v3HEgfcQUCcHhXji3nbGg,,False,1.0,2.0,hawaiian,0.0,1.0,0.0,,,Farmers Branch,TX,,,0
1668,LoysJdFI3IOufVF0NXCCQQ,,False,13.0,2.0,hotdogs,1.0,1.0,0.0,Low,,Farmers Branch,TX,,,0
1669,UtjbYqxbRymyAqoC8hsGHA,,False,1.0,1.0,sushi,1.0,1.0,0.0,,,Farmers Branch,TX,,,0
1670,nINLuqzmBpkp-Y2EzgArTw,,False,3.0,2.5,pizza,0.0,0.0,0.0,Medium,,Carrollton,TX,,,0
1671,dpLI7zRmj1u-kYgqCLpbcA,,False,2.0,3.5,mexican,0.0,1.0,0.0,,,Dallas,TX,,,0
1672,lf_Ffsv1ULZ8N1_eSyGTaQ,,False,198.0,4.5,tacos,0.0,1.0,0.0,,,Carrollton,TX,,,0
1673,8Vm-AZ2J6k1-xONlgrFl8Q,,False,422.0,4.5,southern,1.0,1.0,0.0,Low,,Farmers Branch,TX,,,0
1674,jY4c811tmNb58UHGVRANcQ,,False,102.0,4.0,tradamerican,1.0,1.0,0.0,,,Farmers Branch,TX,,,0
1675,0anEi-0K5sc3Bjuo1IP1lA,,False,46.0,3.0,bakeries,0.0,1.0,0.0,Low,,Carrollton,TX,,,0
1676,Tt59uu5xnxse9tuRC7ahMw,,False,81.0,2.0,mediterranean,0.0,1.0,0.0,Medium,,Carrollton,TX,,,0
1677,Rrnf8jpHdTdL0hXShO-3jA,,False,81.0,2.5,breakfast_brunch,1.0,1.0,0.0,Low,,Farmers Branch,TX,,,0
1678,T9mzhVtlJsyQn9hyzDYn6Q,,False,23.0,2.5,pizza,1.0,1.0,0.0,Low,,Carrollton,TX,,,0
1679,fQkicjXUuvgfzU2QlVl6HQ,,False,115.0,4.0,hawaiian,1.0,1.0,0.0,,,Addison,TX,,,0
1680,VXysejVNvviyin0mG2XIxA,,False,304.0,4.0,japanese,1.0,1.0,0.0,Low,,Addison,TX,,,0
1681,PRs2D9G6OFOSNSbeBnoSPQ,,False,169.0,4.0,italian,1.0,1.0,0.0,Medium,,Addison,TX,,,0
1682,nr52JUyp97JbH1NHxTqVRA,,False,61.0,2.5,colombian,1.0,1.0,0.0,Medium,,Addison,TX,,,0
1683,sqhqTf840TSuNZtCw-e9Gg,,False,264.0,3.5,chinese,1.0,1.0,0.0,Medium,,Addison,TX,,,0
1684,1OrDOtv5v-Y14UnOo7U-2Q,,False,939.0,3.5,ramen,1.0,1.0,0.0,Medium,,Addison,TX,,,0
1685,WX78NPdMh4KEtVXRj1Atqw,,False,18.0,3.5,fooddeliveryservices,1.0,1.0,0.0,Medium,,Addison,TX,,,0
1686,Tnw7lB4j9xuGpzak64iaAA,,False,234.0,3.0,danceclubs,0.0,0.0,0.0,Medium,,Addison,TX,,,0
1687,uq_-29v09MEOn7pBizWGUg,,False,28.0,4.5,foodtrucks,0.0,0.0,0.0,,,Addison,TX,,,0
1688,I-aR3dtJlYZlorKAu0op0Q,,False,14.0,5.0,salad,1.0,1.0,0.0,,,Addison,TX,,,0
1689,yy-dJrbjZPxRls87InIZeA,,False,170.0,3.0,chinese,1.0,1.0,0.0,Low,,Addison,TX,,,0
1690,yM-yDAcFCrs_5wgip3TUSw,,False,224.0,2.5,mexican,1.0,1.0,0.0,Low,,Addison,TX,,,0
1691,5jFqT4O2-7A_xzRdpPqqKg,,False,92.0,2.5,tradamerican,0.0,1.0,0.0,Medium,,Addison,TX,,,0
1692,tXNvpD-Gd-MBHMeAwBuEbw,,False,211.0,4.0,coffee,0.0,1.0,0.0,Low,,Addison,TX,,,0
1693,fymnt-YcdjwRvVnRtmKP6w,,False,88.0,3.0,hotdogs,0.0,1.0,0.0,Low,,Addison,TX,,,0
1694,Pb8uoURslHhlhY7lxQUKhA,,False,1030.0,4.0,seafood,0.0,0.0,0.0,Medium,,Addison,TX,,,0
1695,L1l4ayCWGmaa5x6fKznAcw,,False,14.0,4.0,burgers,1.0,1.0,0.0,Medium,,Addison,TX,,,0
1696,Hkm4-FyFGI2kX8faSxLsKA,,False,353.0,4.0,burgers,1.0,1.0,0.0,Medium,,Addison,TX,,,0
1697,GEsz8ct0b4IwhKlNesbwtQ,,False,140.0,4.0,cajun,1.0,1.0,0.0,Medium,,Addison,TX,,,0
1698,MLZe3-XQjIKF6MarC36_XQ,,False,1001.0,4.0,thai,1.0,1.0,0.0,Medium,,Addison,TX,,,0
1699,oUF_gwvUG6T0Yq1iEeqKNA,,False,503.0,3.5,mexican,0.0,1.0,0.0,Low,,Addison,TX,,,0
1700,LYQAg3j0al5Ir04IF32jYw,,False,391.0,4.0,pizza,1.0,1.0,0.0,Medium,,Addison,TX,,,0
1701,EAKjUuug_2FQ5H_64n26OQ,,False,39.0,3.5,seafood,1.0,1.0,0.0,,,Addison,TX,,,0
1702,ItGoDEXpCRG2dxAmVmA4hA,,False,416.0,3.5,pubs,0.0,1.0,0.0,Medium,,Addison,TX,,,0
1703,qAPPyGpTRmZrVr-y1S6MJg,,False,294.0,3.5,diners,1.0,1.0,0.0,Low,,Addison,TX,,,0
1704,9OqMpj_biUTU68ssgeQAFQ,,False,864.0,4.0,brazilian,1.0,1.0,0.0,High,,Addison,TX,,,0
1705,3sA5tsxeubm0V4UsegpKWA,,False,657.0,3.5,japanese,1.0,1.0,0.0,Medium,,Addison,TX,,,0
1706,mhC-REasVRGQPiXpMqinWQ,,False,153.0,3.0,steak,0.0,1.0,0.0,High,,Addison,TX,,,0
1707,zaAcugxOKhGvD-9LLGypdQ,,False,158.0,3.5,tradamerican,0.0,1.0,0.0,Medium,,Addison,TX,,,0
1708,3DO3__U8yf6KiuW2EVYynA,,False,61.0,3.5,sportsbars,1.0,1.0,0.0,Low,,Addison,TX,,,0
1709,nzcuuuckxAdEBEN2DsBxSg,,False,35.0,4.5,steak,1.0,1.0,0.0,,,Addison,TX,,,0
1710,hJ-RuZ8MPlwtGJ2Ka4rg8g,,False,14.0,4.0,italian,0.0,1.0,0.0,,,Addison,TX,,,0
1711,twWtfjBR7j0yQSS_cslDew,,False,49.0,3.0,mexican,1.0,1.0,0.0,Low,,Addison,TX,,,0
1712,0RAZlJYBSxKwau-JVts94w,,False,461.0,4.0,tradamerican,0.0,1.0,0.0,High,,Addison,TX,,,0
1713,BAHdZZ_UQTBYg3ElU8pBVA,,False,450.0,4.0,japanese,1.0,1.0,0.0,Medium,,Dallas,TX,,,0
1714,LLvkeRhAosrqhTfyd6AUBw,,False,269.0,3.0,chinese,1.0,1.0,0.0,Medium,,Dallas,TX,,,0
1715,X0t_8onz154zGrAgKGzEJA,,False,6.0,3.5,sportsbars,0.0,1.0,0.0,,,Dallas,TX,,,0
1716,QbuAgiAMWR7wrLKU7XSi-g,,False,3126.0,4.5,tradamerican,0.0,1.0,0.0,Medium,,Dallas,TX,,,0
1717,BFgfdR1RGxBkm-F645hXwQ,,False,602.0,4.0,newamerican,0.0,0.0,0.0,Medium,,Dallas,TX,,,0
1718,AMM3KKKXuCpHn66SH6nHUA,,False,50.0,4.0,whiskeybars,0.0,1.0,0.0,Medium,,Dallas,TX,,,0
1719,vNVxOl2SYgoXpzhVAoe2Iw,,False,1333.0,4.5,italian,0.0,1.0,0.0,Medium,,Dallas,TX,,,0
1720,Js9syfF2RofFMo7qrd-CAg,,False,482.0,4.5,italian,1.0,1.0,0.0,Medium,,Dallas,TX,,,0
1721,VoGGgZyIzBN_r0pqldvd9g,,False,139.0,4.5,pizza,1.0,1.0,0.0,Medium,,Dallas,TX,,,0
1722,S-wvyf5nL8AHIRdYNOqlqA,,False,1501.0,4.0,newamerican,0.0,0.0,1.0,Medium,,Addison,TX,,,0
1723,FonG5dwBhdOZkTvMuBElsg,,False,149.0,4.5,dimsum,0.0,1.0,0.0,Medium,,Dallas,TX,,,0
1724,9wpfKjsW_NV3BUZhtNFqTA,,False,275.0,3.5,mexican,1.0,1.0,0.0,Medium,,Addison,TX,,,0
1725,q-mLS18Jl78lht5x9WGSSQ,,False,48.0,4.0,korean,1.0,1.0,0.0,Medium,,Dallas,TX,,,0
1726,D7WL3e0pa1uMPXgpOqT1AA,,False,305.0,3.0,newamerican,1.0,1.0,0.0,Medium,,Dallas,TX,,,0
1727,7kxDKpXGU8aNVfEVyyuESA,,False,821.0,3.5,newamerican,1.0,1.0,1.0,Medium,,Dallas,TX,,,0
1728,AxPTFePjIFR_YrkI27TLyg,,False,85.0,3.5,newamerican,0.0,0.0,0.0,,,Addison,TX,,,0
1729,3iT0uQLyUytVboDA5qq_Rw,,False,73.0,3.5,mediterranean,1.0,1.0,0.0,,,Dallas,TX,,,0
1730,fSt-v5eLVqBwDRT84tOTwg,,False,419.0,4.5,poke,1.0,1.0,0.0,Medium,,Addison,TX,,,0
1731,qYKN5TAsfGCGJX_f3DzH8Q,,False,138.0,3.5,seafood,0.0,1.0,0.0,Medium,,Dallas,TX,,,0
1732,z2_hoCkaJe0CeB6LzkDcQw,,False,1044.0,4.0,breakfast_brunch,1.0,1.0,0.0,Medium,,Addison,TX,,,0
1733,FvoXXN_KG5xE1gyD6rne7w,,False,88.0,3.5,korean,0.0,0.0,0.0,Medium,,Dallas,TX,,,0
1734,OICHmub-s8l883cXX4ftOQ,,False,69.0,3.5,newamerican,0.0,1.0,0.0,,,Dallas,TX,,,0
1735,dIIwsGKqZj94p5fZcC9kbA,,False,138.0,4.5,sandwiches,0.0,1.0,0.0,Medium,,Addison,TX,,,0
1736,Ah_6yi23oiqyJ2sEgBhkbA,,False,617.0,4.0,japanese,0.0,1.0,0.0,High,,Dallas,TX,,,0
1737,SvPaZUrFThfQcQd0jsCYOw,,False,340.0,3.0,sportsbars,0.0,1.0,0.0,Medium,,Dallas,TX,,,0
1738,Q_lSGFT-vBwUjYfZ5Wpz7A,,False,330.0,4.5,salad,0.0,1.0,0.0,Medium,,Addison,TX,,,0
1739,ZwWyBb-L5nkr8tU6MLQFnw,,False,646.0,4.5,steak,1.0,1.0,0.0,High,,Dallas,TX,,,0
1740,FKMRzXRSv09nh_-YXaT4AA,,False,83.0,3.5,tradamerican,1.0,1.0,0.0,Medium,,Dallas,TX,,,0
1741,jC5WJirJtJZn0kSK8x647g,,False,115.0,4.5,greek,0.0,1.0,0.0,Medium,,Addison,TX,,,0
1742,PPwoCCjjuYUpG0RJBaRnPQ,,False,163.0,4.5,seafood,1.0,1.0,0.0,High,,Dallas,TX,,,0
1743,9Q4nEWQp8SuWOR5C9iK8Xw,,False,144.0,3.5,vietnamese,1.0,1.0,0.0,Low,,Dallas,TX,,,0
1744,4vmxcAuT79Jm7MAwUQ2Q2A,,False,546.0,3.5,breakfast_brunch,1.0,1.0,0.0,Medium,,Dallas,TX,,,0
1745,FTVQ3zEqOFYKKjgwiB0ONA,,False,90.0,3.5,tradamerican,1.0,1.0,0.0,Medium,,Dallas,TX,,,0
1746,K4boiFu6Ko1CHee5hU7abg,,False,366.0,3.5,tradamerican,0.0,1.0,0.0,Medium,,Dallas,TX,,,0
1747,_MsTv_9i_8WGHgDzJjVzig,,False,721.0,3.5,mexican,1.0,1.0,0.0,Medium,,Addison,TX,,,0
1748,xYonyo9P4ZR61OuuaPcPZA,,False,21.0,3.5,japanese,1.0,1.0,0.0,,,Dallas,TX,,,0
1749,xeTPeh4WcW8EdX1WI_PImg,,False,423.0,4.5,bars,1.0,1.0,0.0,Medium,,Dallas,TX,,,0
1750,ndn1QjghTk1jLnVqKBfgLQ,,False,653.0,4.0,chickenshop,1.0,1.0,0.0,Low,,Dallas,TX,,,0
1751,I1AtupkBUokDAM_-XS1W_Q,,False,148.0,3.5,chickenshop,0.0,1.0,0.0,Medium,,Dallas,TX,,,0
1752,DJmDg_Z2wvSzNg3OM7LTxQ,,False,277.0,4.5,vietnamese,1.0,1.0,0.0,Medium,,Dallas,TX,,,0
1753,2tu-IR6d2emhsTv6jjAn5w,,False,8.0,4.0,peruvian,1.0,1.0,0.0,,,Dallas,TX,,,0
1754,GIES8Yg6312icj5wL2rxvg,,False,35.0,3.0,vietnamese,1.0,1.0,0.0,,,Dallas,TX,,,0
1755,9rHMQadJkruDn6JD6Wlphg,,False,112.0,4.0,hotdogs,1.0,1.0,0.0,Low,,Dallas,TX,,,0
1756,km4OB574dnEnMOKLIIEFtw,,False,70.0,4.5,japanese,0.0,1.0,0.0,,,Dallas,TX,,,0
1757,uiiJG8z4o8QnKMR_Xthyfw,,False,605.0,4.0,tex-mex,1.0,1.0,0.0,Low,,Dallas,TX,,,0
1758,AJ_n3tJ8MaTuJIH5UakH1w,,False,71.0,4.5,mexican,0.0,1.0,0.0,Low,,Dallas,TX,,,0
1759,DsCMNy8B-DUccRCvdpkW2Q,,False,13.0,2.0,thai,1.0,1.0,0.0,,,Dallas,TX,,,0
1760,jfjBAzlvygcWmzJV6H0S_A,,False,232.0,3.5,pizza,0.0,1.0,0.0,Low,,Dallas,TX,,,0
1761,jJjXOwIFSbBnwEUFHeKa_w,,False,133.0,3.5,salad,0.0,1.0,0.0,Medium,,Dallas,TX,,,0
1762,LVBKFQ6gPSICMuMU89YsVw,,False,6.0,3.5,delis,0.0,1.0,0.0,Low,,Dallas,TX,,,0
1763,X9MzTZlkEWyaumogTFx4FA,,False,100.0,2.5,hotdogs,0.0,1.0,0.0,Low,,Dallas,TX,,,0
1764,DfYI8MM2H4ZJpBTjXybkIQ,,False,31.0,2.0,burgers,0.0,0.0,0.0,Low,,Dallas,TX,,,0
1765,j9l4883QqrspjJN1bpMjjQ,,False,61.0,2.0,bagels,1.0,1.0,0.0,Low,,Dallas,TX,,,0
1766,hFnn6JGNBJ38I7UVKISw4A,,False,11.0,2.0,sandwiches,0.0,1.0,0.0,Low,,Dallas,TX,,,0
1767,fbnlT74kmGE_mbvrfpoNrw,,False,24.0,1.5,pizza,0.0,1.0,0.0,Low,,Dallas,TX,,,0
1768,r8znVB_xDZqUy8Gtn2GNlg,,False,752.0,4.5,italian,1.0,1.0,0.0,Medium,,Dallas,TX,,,0
1769,qnHOF-WNB_05nmWpa6q7QQ,,False,33.0,4.5,african,0.0,0.0,0.0,Medium,,Dallas,TX,,,0
1770,h-Hm2NlyZEiw3xR4aN6VSQ,,False,6.0,4.5,burgers,1.0,1.0,0.0,,,Richardson,TX,,,0
1771,HozmuGhZ4r-VHP0Xs03Npg,,False,61.0,3.5,latin,1.0,1.0,0.0,Medium,,Richardson,TX,,,0
1772,uE0koXvWpw22Thganwx-dg,,False,328.0,4.0,chicken_wings,1.0,1.0,0.0,Medium,,Richardson,TX,,,0
1773,eJms2B5AmE9QM56McuJRXg,,False,140.0,4.0,indpak,0.0,1.0,0.0,Medium,,Richardson,TX,,,0
1774,j3cHnABwN1ULz-I0i0BzsA,,False,60.0,3.0,mexican,1.0,1.0,0.0,Low,,Richardson,TX,,,0
1775,L-sp8oYk8Zi4OesqXK3cVA,,False,285.0,4.0,thai,0.0,0.0,0.0,Medium,,Richardson,TX,,,0
1776,Nbn_KYl4tTJ5B_nnEwJgEA,,False,22.0,5.0,breakfast_brunch,1.0,1.0,0.0,,,Dallas,TX,,,0
1777,gQLTleLpLgi2_f9wCqGbpw,,False,242.0,3.5,cajun,1.0,1.0,0.0,Medium,,Richardson,TX,,,0
1778,QZMaqgkClbmRxX_wvv3eKQ,,False,86.0,3.0,mexican,1.0,1.0,0.0,Low,,Dalls,TX,,,0
1779,oqMnu-KbQq9EJs8U8e9RKg,,False,13.0,4.5,noodles,1.0,1.0,0.0,,,Richardson,TX,,,0
1780,uoyaOCZv9hDOFbORowCGuA,,False,28.0,4.0,grocery,0.0,0.0,0.0,,,Dallas,TX,,,0
1781,0Y-wPypTsf2Xx1Az9FuJ5A,,False,50.0,2.5,drugstores,1.0,1.0,0.0,Medium,,Richardson,TX,,,0
1782,4-jHEbcJuwSvIRBWlhsrDA,,False,86.0,2.0,burgers,0.0,1.0,0.0,Low,,Dallas,TX,,,0
1783,l9gQ1VwgoLFxyivCANI4Ew,,False,30.0,2.0,pizza,1.0,1.0,0.0,Low,,Dallas,TX,,,0
1784,wKOindq0f1bQ093_37qCVA,,False,3.0,4.5,burgers,1.0,1.0,0.0,,,Richardson,TX,,,0
1785,kplk6OPcVP2UjghEv4ncQQ,,False,50.0,3.0,mexican,1.0,1.0,0.0,Low,,Dallas,TX,,,0
1786,OOIWkQb8110oCaMOhscERQ,,False,63.0,3.5,delis,0.0,0.0,0.0,Low,,Richardson,TX,,,0
1787,viuEh1gH7kEQqTG76bDkcw,,False,21.0,1.5,hotdogs,0.0,0.0,0.0,,,Dallas,TX,,,0
1788,pSKRq8ZSK-s78YYn4AvtLA,,False,2.0,1.0,mexican,0.0,0.0,0.0,,,Richardson,TX,,,0
1789,4bQu0MsaLW-cbHktuIAQ2Q,,False,4.0,2.5,foodtrucks,0.0,0.0,0.0,,,Dallas,TX,,,0
1790,Nu65ycMMA2M-uQyHLcdl6g,,False,11.0,2.5,mexican,0.0,0.0,0.0,,,Dallas,TX,,,0
1791,0psG4hVcp0KL6utijsDm5Q,,False,48.0,1.5,pizza,0.0,1.0,0.0,Low,,Richardson,TX,,,0
1792,pI8M_NPW7wGos4wRLraqJw,,False,35.0,1.5,burgers,0.0,1.0,0.0,Low,,Richardson,TX,,,0
1793,xK1Xdiyogw0xxgHiY5NNTA,,False,2.0,3.0,mexican,0.0,0.0,0.0,,,Richardson,TX,,,0
1794,5ctdZSJSboN8tahiE3Mh5g,,False,12.0,1.5,chickenshop,0.0,0.0,0.0,,,Dallas,TX,,,0
1795,WnlMmV-rxc27pBcqFWXNsQ,,False,1.0,5.0,tradamerican,1.0,1.0,0.0,,,Richardson,TX,,,0
1796,LsJ8pZ3uPg8nZzWw6nGQwg,,False,319.0,4.0,thai,1.0,1.0,0.0,Medium,,Richardson,TX,,,0
1797,mu6grz36ABTYWyhXt_-vKg,,False,397.0,4.5,desserts,0.0,0.0,0.0,Low,,Richardson,TX,,,0
1798,bLRENZs2rFr3WGAr-d7qMQ,,False,1.0,5.0,caribbean,0.0,0.0,0.0,,,Richardson,TX,,,0
